id,tenant_id,sku,name,price_cents,stock,image_url,metadata,created_at,updated_at,marketing_description,image_gallery,custom_cta,social_links,custom_branding,custom_sections,landing_page_theme,audit_log_id,availability,brand,category_path,directory_category_id,condition,currency,description,eligibility_reason,gtin,item_status,location_id,merchant_name,mpn,price,quantity,search_tsv,sync_status,synced_at,title,visibility,manufacturer,source,enrichment_status,enriched_at,enriched_by,enriched_from_barcode,missing_images,missing_description,missing_specs,missing_brand,sale_price_cents,payment_gateway_type,payment_gateway_id,product_type,digital_delivery_method,digital_assets,access_duration_days,download_limit,license_type,has_variants,is_featured,featured_at,featured_until,featured_priority,featured_type,product_slug
csid-elxpj2jo,tid-r6cccpag,APPAREL-TS-UNI,Cotton T-Shirt - Unisex,1999,85,,"{""isDemoData"": true, ""cloverItemId"": ""demo_item_011"", ""cloverCategory"": ""Apparel"", ""googleCategoryId"": ""1604""}",2026-03-30 03:18:37.161,2026-03-30 03:18:37.158,,{},,,,{},default,,in_stock,Demo Brand,"{""Apparel & Accessories"",Clothing,T-Shirts}",scid-tid-r6cccpag-u5en20,brand_new,USD,"100% organic cotton t-shirt, available in multiple colors",,,active,,,,19.99,,,pending,,Cotton T-Shirt - Unisex,public,,CLOVER_DEMO,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_APPAREL-TS-UNI_apparel-accessories-clothing-t-shirts_csid-elxpj2jo_9be6fa95
sid-0nzwpetj,tid-qki0mjdb,qsid-1766436467817,Gluten-Free Chocolate Chip Muffins - 4 pack,599,65,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-zprb23yc/original-1765232763650.jpg,null,2026-03-25 21:27:13.488,2026-03-25 22:47:07.585,,{},null,null,null,{},default,,in_stock,Delightful Bakes,{bakery},scid-tid-qki0mjdb-whsjkk,brand_new,USD,"Moist and fluffy muffins packed with chocolate chips, perfect for those with gluten sensitivities.",,,active,,,,5.99,,,pending,,Gluten-Free Chocolate Chip Muffins - 4 pack,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766436467817_bakery_sid-0nzwpetj_323098b8
sid-62nx4w07,tid-fjwr30ib,qsid-1766436571325,Revitalizing Night Cream - 50ml,4599,43,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5s8vjvxl/original-1766436700970.jpg,"{""features"": [""Deeply hydrates and nourishes skin overnight"", ""Reduces the appearance of fine lines and wrinkles"", ""Supports skin's natural repair process"", ""Fast-absorbing, non-greasy formula"", ""Suitable for all skin types""], ""specifications"": {""size"": ""50ml"", ""usage"": ""Apply nightly after cleansing"", ""quantity"": ""1"", ""skinType"": ""All skin types"", ""ingredients"": ""Water, Hyaluronic Acid, Vitamin E, Essential Oils""}, ""enhancedDescription"": ""Discover the secret to waking up with a radiant, youthful complexion with Luminous Skin's Revitalizing Night Cream. Specially formulated for all skin types, this luxurious night cream works overnight to moisturize deeply, reduce the appearance of fine lines, and rejuvenate tired skin. Enriched with hyaluronic acid, vitamin E, and essential oils, it supports skin's natural repair process, ensuring you wake up to a smoother, firmer, and more luminous complexion. Ideal for use as part of your nightly skincare routine, this cream's non-greasy formula absorbs quickly, leaving your skin feeling soft, comfortable, and deeply nourished.""}",2026-03-28 01:57:40.435,2026-03-28 05:49:56.833,,{},null,null,null,{},default,,in_stock,Luminous Skin,{health-beauty},scid-tid-fjwr30ib-zjt76p,brand_new,USD,"An ultra-nourishing night cream designed to rejuvenate skin while you sleep, providing deep hydration and reducing the appearance of fine lines.",,,active,,,,45.99,,,pending,,Revitalizing Night Cream - 50ml,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766436571325_health-beauty_sid-62nx4w07_84c09eb5
sid-nn17110i,tenant-1774885228681,qsid-1766530676993,ErgoFlex Mesh Office Chair,89900,69,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,"{""features"": [""Breathable mesh back for cool comfort"", ""Adjustable lumbar support for reduced back strain"", ""Height, armrests, and tilt adjustments for a perfect fit"", ""Sleek design and durable construction"", ""Easy to assemble with clear instructions""], ""specifications"": {""color"": ""Black"", ""material"": ""Mesh, Nylon Base"", ""dimensions"": ""25.2 x 24.4 x 38-42 inches (LxWxH)"", ""weight_capacity"": ""250 lbs"", ""assembly_required"": ""Yes""}, ""enhancedDescription"": ""Introducing the ErgoFlex Mesh Office Chair by ErgoTech, the ultimate solution for your office furniture needs. This chair has been designed with your comfort and productivity in mind. Featuring a breathable mesh back, it ensures you stay cool and comfortable even during long hours of work. The advanced lumbar support system adjusts to your body's needs, reducing back strain and improving your posture over time. The chair's height, armrests, and tilt can all be adjusted to suit your preferences, making it the perfect fit for any user. With its sleek design and durable construction, the ErgoFlex Mesh Office Chair is not only a practical addition to your office but also a stylish one.""}",2026-03-30 16:23:08.067,2026-03-30 16:26:12.749,,{},null,null,null,{},default,,in_stock,ErgoTech,{office-furniture},scid-tenant-1774885228681-xkzhh3,brand_new,USD,A comfortable and adjustable mesh office chair designed for long hours of use.,,,active,,,,899.00,,,pending,,ErgoFlex Mesh Office Chair,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766530676993_office-furniture_sid-nn17110i_0d44c267
sid-of2nphtf,tid-jcvzufq2,qsid-1766530676993,ErgoFlex Mesh Office Chair,89900,69,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,"{""features"": [""Breathable mesh back for cool comfort"", ""Adjustable lumbar support for reduced back strain"", ""Height, armrests, and tilt adjustments for a perfect fit"", ""Sleek design and durable construction"", ""Easy to assemble with clear instructions""], ""specifications"": {""color"": ""Black"", ""material"": ""Mesh, Nylon Base"", ""dimensions"": ""25.2 x 24.4 x 38-42 inches (LxWxH)"", ""weight_capacity"": ""250 lbs"", ""assembly_required"": ""Yes""}, ""enhancedDescription"": ""Introducing the ErgoFlex Mesh Office Chair by ErgoTech, the ultimate solution for your office furniture needs. This chair has been designed with your comfort and productivity in mind. Featuring a breathable mesh back, it ensures you stay cool and comfortable even during long hours of work. The advanced lumbar support system adjusts to your body's needs, reducing back strain and improving your posture over time. The chair's height, armrests, and tilt can all be adjusted to suit your preferences, making it the perfect fit for any user. With its sleek design and durable construction, the ErgoFlex Mesh Office Chair is not only a practical addition to your office but also a stylish one.""}",2026-04-03 15:17:52.431,2026-04-03 15:35:07.637,,{},null,null,null,{},default,,in_stock,ErgoTech,{office-furniture},scid-tid-jcvzufq2-x2xuvw,brand_new,USD,A comfortable and adjustable mesh office chair designed for long hours of use.,,,active,,,,899.00,,,pending,,ErgoFlex Mesh Office Chair,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766530676993_office-furniture_sid-of2nphtf_0d44c267
csid-0z2cflcm,tid-r6cccpag,OUTDOOR-TN-4P,Camping Tent - 4 Person,12999,6,,"{""isDemoData"": true, ""cloverItemId"": ""demo_item_017"", ""cloverCategory"": ""Sports & Outdoors"", ""googleCategoryId"": ""185""}",2026-03-30 03:18:40.179,2026-03-30 03:18:40.177,,{},,,,{},default,,in_stock,Demo Brand,"{""Sports & Fitness"",""Sports & Outdoors"",""Fitness Equipment""}",tid-r6cccpag_sports-outdoors,brand_new,USD,Waterproof camping tent with easy setup,,,active,,,,129.99,,,pending,,Camping Tent - 4 Person,public,,CLOVER_DEMO,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_OUTDOOR-TN-4P_sports-fitness-sports-outdoors-fitness-equipment_csid-0z2cflcm_393f7840
sid-5ng19olq,tid-lt2t1wzu,qsid-1766440209112,"Winsor & Newton Cotman Watercolor Paint Set, 12 x 8ml Tubes",2799,16,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-1ekcngy9/original-1766440328040.jpg,"{""likes"": 1, ""likedBy"": [{""userId"": ""uid-zqe5ns5k"", ""sessionId"": ""session_1767720022412_mn9775cc7"", ""timestamp"": ""2026-01-07T00:28:33.041Z""}], ""features"": [""High pigment load for brilliant color and excellent tinting strength"", ""Easy to mix, allowing for an endless palette of colors"", ""Portable and convenient 8ml tube size, perfect for artists on the go"", ""Made by Winsor & Newton, a trusted brand among artists worldwide"", ""Ideal for both beginners and experienced painters""], ""specifications"": {""size"": ""8ml per tube"", ""type"": ""Watercolor"", ""quantity"": ""12 tubes"", ""color assortment"": ""Mixed""}, ""enhancedDescription"": ""Discover the vibrant, expressive colors of the Winsor & Newton Cotman Watercolor Paint Set, designed to bring your artistic visions to life. This set includes 12 carefully selected, high-quality watercolors in 8ml tubes, offering a broad color spectrum for maximum versatility. The Cotman series, known for its excellent tinting strength and easy-to-mix properties, makes it a favorite among beginners and professionals alike. Whether you're painting landscapes, portraits, or abstract pieces, these watercolors provide consistent, transparent washes and beautiful hues for every masterpiece.""}",2026-03-06 12:35:08.27,2026-03-19 02:53:36.919,,{},,,,{},default,,in_stock,Winsor & Newton,{drawing-painting},,brand_new,USD,"A set of 12 high-quality Cotman watercolor paints in 8ml tubes, perfect for artists of all levels.",,,trashed,,,,27.99,,,pending,,"Winsor & Newton Cotman Watercolor Paint Set, 12 x 8ml Tubes",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766440209112_drawing-painting_sid-5ng19olq_e7680bc1
sid-j73ijijb,tid-fjwr30ib,qsid-1766530676994,Riviera Luxe Teak Sectional Sofa,599500,14,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-uxripgbb/original-1766530798977.jpg,"{""features"": [""Made from eco-friendly, premium Grade A teak"", ""Weather-resistant cushions for year-round use"", ""Modular design allows for customizable configurations"", ""Elegant, modern design suitable for any outdoor space"", ""Durable construction ensures longevity""], ""specifications"": {""Color"": ""Natural teak with off-white cushions"", ""Material"": ""Grade A teak wood, weather-resistant fabric"", ""Dimensions"": ""120\""W x 36\""D x 32\""H"", ""Weight Capacity"": ""750 lbs"", ""Assembly Required"": ""Yes""}, ""enhancedDescription"": ""Elevate your outdoor living space with the Riviera Luxe Teak Sectional Sofa, a statement piece that combines style with sustainability. Crafted from the finest Grade A teak, known for its natural beauty and durability, this sofa promises to withstand the elements while aging gracefully. The Riviera Luxe Teak Sectional Sofa is designed not just for its aesthetic appeal but for comfort, making it the perfect addition to any patio, deck, or garden. The plush, weather-resistant cushions offer an inviting look and feel, ensuring your outdoor gatherings are both chic and comfortable. With modular components that allow for various configurations, this sofa can easily adapt to your changing needs and spaces, making it a versatile choice for outdoor entertaining.""}",2026-03-28 01:57:44.593,2026-03-28 05:50:48.666,,{},null,null,null,{},default,,in_stock,Harbour Outdoor,{outdoor-furniture},scid-tid-fjwr30ib-qvl1cc,brand_new,USD,A luxurious outdoor sectional sofa crafted from premium Grade A teak.,,,active,,,,5995.00,,,pending,,Riviera Luxe Teak Sectional Sofa,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766530676994_outdoor-furniture_sid-j73ijijb_170090f9
sid-zpw3rbxj,tid-042hi7ju,qsid-1766436467819,"Birds Eye Steamfresh Broccoli Florets, 10.8 oz",229,10,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-4thay43d/original-1765232859130.jpg,null,2026-03-26 01:33:58.077,2026-05-02 22:01:32.623,,{},null,null,null,{},default,,in_stock,Birds Eye,{frozen-foods},scid-tid-042hi7ju-wf8tw3,brand_new,USD,"Fresh frozen broccoli florets, perfect for a quick and healthy side.",,,active,,,,2.29,,,pending,,"Birds Eye Steamfresh Broccoli Florets, 10.8 oz",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,t,f,,,0,store_selection,lpc_qsid-1766436467819_frozen-foods_sid-zpw3rbxj_297ea197
sid-1tl55kry,tid-mrsyk3w6,qsid-1766436571322,GreenThumb 3-Tier Wooden Plant Stand,4999,8,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,"{""features"": [""Three-tier design for ample plant display space"", ""Made from high-quality, durable wood"", ""Natural wood finish suits various home decors"", ""Promotes good air circulation and sunlight exposure for plants"", ""Easy to assemble with included instructions""], ""specifications"": {""color"": ""Natural wood"", ""material"": ""Wood"", ""dimensions"": ""27in x 24in x 12in"", ""tierQuantity"": 3}, ""enhancedDescription"": ""Introducing the GreenThumb 3-Tier Wooden Plant Stand, an essential for plant lovers wanting to display their greenery with pride and style. Crafted with care from high-quality wood, this plant stand features three tiers, providing ample space for your plants to thrive and be showcased. Its natural wood finish complements any home decor, from modern minimalist to rustic farmhouse, making it a versatile addition to your living room, balcony, or bedroom. The design promotes good air circulation and sunlight exposure for each plant, ensuring they grow healthy and strong. Easy to assemble and durable, it's a timeless piece that will enhance the beauty of your indoor garden.""}",2026-03-26 01:21:20.254,2026-03-26 01:21:20.253,,{},null,null,null,{},default,,in_stock,GreenThumb,{home-garden},scid-tid-mrsyk3w6-mc0zs6,brand_new,USD,A sturdy and stylish 3-tier wooden plant stand perfect for showcasing your indoor plants.,,,active,,,,49.99,,,pending,,GreenThumb 3-Tier Wooden Plant Stand,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766436571322_home-garden_sid-1tl55kry_40e4f68c
sid-t41u64tt,tid-lt2t1wzu,qsid-1766436467818,"Amy#x27;s Cheese Pizza, Single Serve",699,7,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-88vg2mmh/original-1765232803143.jpg,null,2026-03-26 01:15:54.543,2026-03-26 01:15:54.542,,{},null,null,null,{},default,,in_stock,Amy's Kitchen,{frozen-foods},tid-lt2t1wzu_frozen-foods,brand_new,USD,A delicious single-serve cheese pizza made with organic ingredients.,,,active,,,,6.99,,,pending,,"Amy#x27;s Cheese Pizza, Single Serve",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766436467818_frozen-foods_sid-t41u64tt_16b692dc
csid-rqfz5wh7,tid-mrsyk3w6,APPAREL-SH-RUN,Running Shoes - Athletic,7999,24,,"{""isDemoData"": true, ""cloverItemId"": ""demo_item_012"", ""cloverCategory"": ""Apparel"", ""googleCategoryId"": ""1604""}",2026-01-10 15:38:13.437,2026-01-10 15:38:13.435,,{},,,,{},default,,in_stock,Demo Brand,"{""Apparel & Accessories"",Clothing,T-Shirts}",ccid-u77ivu,brand_new,USD,Lightweight running shoes with cushioned sole,,,active,,,,79.99,,,pending,,Running Shoes - Athletic,public,,CLOVER_DEMO,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_APPAREL-SH-RUN_apparel-accessories-clothing-t-shirts_csid-rqfz5wh7_79cfc22e
sid-yaenzu16,tid-042hi7ju,qsid-1766436467814,"Premium Large White Shrimp, Peeled and Deveined, 1lb",1199,22,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,null,2026-03-26 01:33:09.993,2026-03-26 01:33:09.992,,{},null,null,null,{},default,,in_stock,Blue Ocean,{meat-seafood},scid-tid-042hi7ju-twr9qf,brand_new,USD,"Convenient, ready-to-cook large white shrimp, peeled and deveined for your ease.",,,active,,,,11.99,,,pending,,"Premium Large White Shrimp, Peeled and Deveined, 1lb",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766436467814_meat-seafood_sid-yaenzu16_a8060d8f
sid-071div8t,tid-m8ijkrnk,qsid-1766440209121,"Crayola Washable Kids Paint, 6 Count",549,56,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-071div8t/original-1766440494245.jpg,"{""features"": [""Washable from skin, clothes, and walls"", ""Non-toxic, safe for children"", ""Vibrant colors that spark creativity""], ""specifications"": {""size"": ""2 oz bottles"", ""colors"": [""Red"", ""Yellow"", ""Blue"", ""Green"", ""Orange"", ""Violet""], ""quantity"": 6, ""washable"": true, ""age_recommendation"": ""3 years and up""}, ""enhancedDescription"": ""Introduce your children to the world of art with Crayola Washable Kids Paint. This 6-count paint set offers a variety of vibrant colors that will fuel your child's imagination and creativity. These paints are specially formulated to be washable from skin, clothing, and even painted walls, making cleanup a breeze. Perfect for crafting, school projects, and at-home painting activities, these non-toxic paints are safe for children and provide hours of fun and learning through play. Let your kids explore colors, mixing, and painting techniques with a trusted brand in children's art supplies.""}",2025-12-22 21:51:54.824,2026-01-25 16:21:53.849,,{},,,,{},default,,in_stock,Crayola,{kids-crafts},tid-m8ijkrnk_kids-crafts,brand_new,USD,A set of 6 washable kids' paints in vibrant colors.,,,active,,,,5.49,,,pending,,"Crayola Washable Kids Paint, 6 Count",public,,MANUAL,COMPLETE,,,,f,f,f,f,412,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766440209121_kids-crafts_sid-071div8t_d9d0fa25
sid-rq1ez51e,tid-jcvzufq2,qsid-1766436571322,GreenThumb 3-Tier Wooden Plant Stand,4999,8,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg,"{""features"": [""Three-tier design for ample plant display space"", ""Made from high-quality, durable wood"", ""Natural wood finish suits various home decors"", ""Promotes good air circulation and sunlight exposure for plants"", ""Easy to assemble with included instructions""], ""specifications"": {""color"": ""Natural wood"", ""material"": ""Wood"", ""dimensions"": ""27in x 24in x 12in"", ""tierQuantity"": 3}, ""enhancedDescription"": ""Introducing the GreenThumb 3-Tier Wooden Plant Stand, an essential for plant lovers wanting to display their greenery with pride and style. Crafted with care from high-quality wood, this plant stand features three tiers, providing ample space for your plants to thrive and be showcased. Its natural wood finish complements any home decor, from modern minimalist to rustic farmhouse, making it a versatile addition to your living room, balcony, or bedroom. The design promotes good air circulation and sunlight exposure for each plant, ensuring they grow healthy and strong. Easy to assemble and durable, it's a timeless piece that will enhance the beauty of your indoor garden.""}",2026-04-03 15:17:58.37,2026-04-03 15:35:21.596,,{},null,null,null,{},default,,in_stock,GreenThumb,{home-garden},scid-tid-jcvzufq2-n2jw3j,brand_new,USD,A sturdy and stylish 3-tier wooden plant stand perfect for showcasing your indoor plants.,,,active,,,,49.99,,,pending,,GreenThumb 3-Tier Wooden Plant Stand,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766436571322_home-garden_sid-rq1ez51e_40e4f68c
sid-zbbc37ek,tid-r6cccpag,qsid-1766436571328,Galactic Quest Laser Tag 2-Player Set,3499,14,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-6la5jgvm/original-1765116087133.jpg,"{""features"": [""Two high-quality laser blasters with matching vests for immersive play"", ""Interactive lights and sounds for real-time battle feedback"", ""Multiple shooting modes for strategic gameplay"", ""Wide range allows for exciting play in large indoor spaces or outdoors"", ""Perfect for kids, teens, and adults looking to add excitement to any gathering""], ""specifications"": {""size"": ""One Size Fits Most"", ""color"": ""Red and Blue"", ""range"": ""Up to 200 feet"", ""quantity"": ""2 Blasters and 2 Vests"", ""batteryType"": ""AA"", ""batteryQuantity"": ""6 (not included)"", ""batteryRequired"": true}, ""enhancedDescription"": ""Introducing the ultimate Laser Tag experience with the Galactic Quest 2-Player Set by LaserX. Transform your home or backyard into a laser tag arena and engage in epic battles with friends and family. This set comes with two high-quality laser blasters and matching vests, each equipped with hit sensors and interactive lights and sounds to make your laser tag games more exciting and immersive than ever before. The blasters feature multiple shooting modes, giving players the ability to strategize and adapt in the heat of battle. Whether you're looking for a fun way to keep the kids active or a competitive game for parties, the Galactic Quest Laser Tag Set promises hours of fun for everyone.""}",2025-12-22 20:51:02.987,2026-01-15 18:32:11.521,,{},,,,{},default,,in_stock,LaserX,{toys-games},tid-r6cccpag_toys-games,brand_new,USD,"A thrilling laser tag set for two players, perfect for dynamic indoor and outdoor play.",,,active,,,,34.99,,,pending,,Galactic Quest Laser Tag 2-Player Set,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,t,2026-01-20 04:35:16.31,,50,store_selection,lpc_qsid-1766436571328_toys-games_sid-zbbc37ek_71a3471a
sid-39fntqh8,tid-lt2t1wzu,qsid-1766530641101,Eaton BR 20 Amp Single Pole Circuit Breaker,497,72,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg,null,2026-03-26 01:15:47.511,2026-03-26 01:15:47.509,,{},null,null,null,{},default,,in_stock,Eaton,{electrical},scid-tid-lt2t1wzu-f1rd2t,brand_new,USD,A reliable single pole circuit breaker designed for residential and commercial applications.,,,active,,,,4.97,,,pending,,Eaton BR 20 Amp Single Pole Circuit Breaker,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766530641101_electrical_sid-39fntqh8_e6a94193
sid-lijqoxjd,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-XCA4,"Premium Large White Shrimp, Peeled and Deveined, 1lb",1199,0,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,null,2026-02-28 01:23:12.455,2026-03-24 22:29:10.405,,{},,,,{},default,,out_of_stock,Blue Ocean,{meat-seafood},tid-a3813d7i_meat-seafood,brand_new,USD,"Convenient, ready-to-cook large white shrimp, peeled and deveined for your ease.",,,trashed,,,,11.99,,,pending,,"Premium Large White Shrimp, Peeled and Deveined, 1lb",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_NQW6-PHYS-SHIP-PUBL-XCA4_meat-seafood_sid-lijqoxjd_a8060d8f
csid-xnv1betf,tid-mrsyk3w6,OFFICE-KM-WL,Wireless Keyboard & Mouse Combo,4999,16,,"{""isDemoData"": true, ""cloverItemId"": ""demo_item_021"", ""cloverCategory"": ""Office Supplies"", ""googleCategoryId"": ""283""}",2026-01-10 15:38:18.224,2026-01-10 15:38:18.222,,{},,,,{},default,,in_stock,Demo Brand,"{""Office Supplies"",""Writing Instruments"",Pens}",ccid-qwnmt9,brand_new,USD,Slim wireless keyboard and mouse combo,,,active,,,,49.99,,,pending,,Wireless Keyboard & Mouse Combo,public,,CLOVER_DEMO,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_OFFICE-KM-WL_office-supplies-writing-instruments-pens_csid-xnv1betf_1b979dfc
sid-bmc97a77,tid-mrsyk3w6,qsid-1766530676994,Riviera Luxe Teak Sectional Sofa,599500,14,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-uxripgbb/original-1766530798977.jpg,"{""features"": [""Made from eco-friendly, premium Grade A teak"", ""Weather-resistant cushions for year-round use"", ""Modular design allows for customizable configurations"", ""Elegant, modern design suitable for any outdoor space"", ""Durable construction ensures longevity""], ""specifications"": {""Color"": ""Natural teak with off-white cushions"", ""Material"": ""Grade A teak wood, weather-resistant fabric"", ""Dimensions"": ""120\""W x 36\""D x 32\""H"", ""Weight Capacity"": ""750 lbs"", ""Assembly Required"": ""Yes""}, ""enhancedDescription"": ""Elevate your outdoor living space with the Riviera Luxe Teak Sectional Sofa, a statement piece that combines style with sustainability. Crafted from the finest Grade A teak, known for its natural beauty and durability, this sofa promises to withstand the elements while aging gracefully. The Riviera Luxe Teak Sectional Sofa is designed not just for its aesthetic appeal but for comfort, making it the perfect addition to any patio, deck, or garden. The plush, weather-resistant cushions offer an inviting look and feel, ensuring your outdoor gatherings are both chic and comfortable. With modular components that allow for various configurations, this sofa can easily adapt to your changing needs and spaces, making it a versatile choice for outdoor entertaining.""}",2026-03-26 01:24:46.278,2026-03-26 01:24:46.277,,{},null,null,null,{},default,,in_stock,Harbour Outdoor,{outdoor-furniture},scid-tid-mrsyk3w6-o684ua,brand_new,USD,A luxurious outdoor sectional sofa crafted from premium Grade A teak.,,,active,,,,5995.00,,,pending,,Riviera Luxe Teak Sectional Sofa,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766530676994_outdoor-furniture_sid-bmc97a77_170090f9
sid-v0g5r6vh,tid-8622qs2t,qsid-1766530676994,Riviera Luxe Teak Sectional Sofa,599500,14,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-uxripgbb/original-1766530798977.jpg,"{""features"": [""Made from eco-friendly, premium Grade A teak"", ""Weather-resistant cushions for year-round use"", ""Modular design allows for customizable configurations"", ""Elegant, modern design suitable for any outdoor space"", ""Durable construction ensures longevity""], ""specifications"": {""Color"": ""Natural teak with off-white cushions"", ""Material"": ""Grade A teak wood, weather-resistant fabric"", ""Dimensions"": ""120\""W x 36\""D x 32\""H"", ""Weight Capacity"": ""750 lbs"", ""Assembly Required"": ""Yes""}, ""enhancedDescription"": ""Elevate your outdoor living space with the Riviera Luxe Teak Sectional Sofa, a statement piece that combines style with sustainability. Crafted from the finest Grade A teak, known for its natural beauty and durability, this sofa promises to withstand the elements while aging gracefully. The Riviera Luxe Teak Sectional Sofa is designed not just for its aesthetic appeal but for comfort, making it the perfect addition to any patio, deck, or garden. The plush, weather-resistant cushions offer an inviting look and feel, ensuring your outdoor gatherings are both chic and comfortable. With modular components that allow for various configurations, this sofa can easily adapt to your changing needs and spaces, making it a versatile choice for outdoor entertaining.""}",2026-03-26 01:24:52.167,2026-03-26 01:24:52.165,,{},null,null,null,{},default,,in_stock,Harbour Outdoor,{outdoor-furniture},scid-tid-8622qs2t-ztlgpk,brand_new,USD,A luxurious outdoor sectional sofa crafted from premium Grade A teak.,,,active,,,,5995.00,,,pending,,Riviera Luxe Teak Sectional Sofa,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766530676994_outdoor-furniture_sid-v0g5r6vh_170090f9
sid-oivzdbsv,tid-m8ijkrnk,qsid-1767098488109,Evelyn Floral Wrap Dress - M,5599,85,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-38wrknua/original-1765615378157.jpg,null,2025-12-30 12:45:08.057,2026-03-23 16:23:20.096,,{},,,,{},default,,in_stock,Luna Boutique,{dresses},tid-m8ijkrnk_dresses,brand_new,USD,"A charming mid-length wrap dress featuring a vibrant floral print, perfect for any spring or summer occasion.",,,active,,,,55.99,,,pending,,Evelyn Floral Wrap Dress - M,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,sale,lpc_qsid-1767098488109_dresses_sid-oivzdbsv_38973090
