id,product_slug,universal_sku,slug_hash,tenant_id,original_sku,created_at,slug_type,slug_prefix,brand_normalized,category_normalized,format_version,slug_components,is_active,migration_status
psr-72fd7474-5980-47fa-843d-ec9fb5d7e74e,lpc_qsid-1766436571324_health-beauty_sid-9fbfz6bs_8fc5c408,,,tid-fjwr30ib,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-9fbfz6bs"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-19e6ee81-29ad-456f-9c2a-b8cc1f05183a,lpc_qsid-1766436571324_health-beauty_sid-ebsnbhee_8fc5c408,,,tid-mrsyk3w6,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-ebsnbhee"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-3a2daae6-b88b-438b-a3d1-38d476a0bd01,lpc_qsid-1766436571324_health-beauty_sid-klv915pa_8fc5c408,,,tenant-1774885228681,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-klv915pa"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-bbd3c501-306c-4cdb-af15-bcafcab5da42,lpc_qsid-1766436571324_health-beauty_sid-kxuvjv5q_8fc5c408,,,tid-qki0mjdb,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-kxuvjv5q"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-30eb4b35-b58e-4c0f-880a-6b9beb12b7a3,lpc_qsid-1766436571324_health-beauty_sid-qjn4pmcr_8fc5c408,,,tid-8622qs2t,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-qjn4pmcr"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-69b6c475-a3ea-49a1-b07e-fd35d8da3905,lpc_qsid-1766436571324_health-beauty_sid-rpms4zzx_8fc5c408,,,tid-r6cccpag,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-rpms4zzx"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-aa8f2943-8898-4428-9136-9d8320759140,lpc_qsid-1766436571324_health-beauty_sid-tz6iebke_8fc5c408,,,tid-a3813d7i,qsid-1766436571324,2026-05-04 12:09:23.197384,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-tz6iebke"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,backfilled
psr-02e6b90f-7039-4a64-9dba-1f371e3d1758,lpc_qsid-1766436571325_health-beauty_sid-2qlw669b_84c09eb5,,,tid-a3813d7i,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-2qlw669b"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-a62878fc-4639-4ab3-96b6-3caf15f5e882,lpc_qsid-1766436571325_health-beauty_sid-5s8vjvxl_84c09eb5,,,tid-r6cccpag,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-5s8vjvxl"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-68c09d1e-78e9-41c7-9800-5dbd54fdd9bd,lpc_qsid-1766436571325_health-beauty_sid-62nx4w07_84c09eb5,,,tid-fjwr30ib,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-62nx4w07"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-ab4f0245-3fd1-450e-b5da-7b53b3a1d8e5,lpc_qsid-1766436571325_health-beauty_sid-79aehvva_84c09eb5,,,tid-veid875z,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-79aehvva"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-963bb6a2-88f4-448d-967b-48d00c3f9627,lpc_qsid-1766436571325_health-beauty_sid-biepqvzr_84c09eb5,,,tid-042hi7ju,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-biepqvzr"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-02bd3a74-6cf9-4889-9ce6-692664c9877f,lpc_qsid-1766436571325_health-beauty_sid-fyo8vqjx_84c09eb5,,,tenant-1774885228681,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-fyo8vqjx"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-71acb73e-a53e-4d3f-9447-2c7edbd9d033,lpc_qsid-1766436571325_health-beauty_sid-i81lbp5i_84c09eb5,,,tid-mrsyk3w6,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-i81lbp5i"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-8578ef44-4b6c-4014-8dbc-b127abb12e41,lpc_qsid-1766436571325_health-beauty_sid-ktwumkdk_84c09eb5,,,tid-lt2t1wzu,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-ktwumkdk"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-0bd736ce-274f-425f-a38a-e3976a162643,lpc_qsid-1766436571325_health-beauty_sid-ph30ryab_84c09eb5,,,tid-8622qs2t,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-ph30ryab"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-2443dc8c-16fa-464d-8151-99305161031c,lpc_qsid-1766436571325_health-beauty_sid-rybqurpi_84c09eb5,,,tid-qki0mjdb,qsid-1766436571325,2026-05-04 12:09:23.197384,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-rybqurpi"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,backfilled
psr-6b0906c9-097f-435c-b725-09333644378d,lpc_qsid-1766436571326_sports-outdoors_sid-2qr93n01_65164fbd,,,tid-042hi7ju,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-2qr93n01"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-d4a8530b-e40d-4868-8b43-cde18c24f570,lpc_qsid-1766436571326_sports-outdoors_sid-4i2ac3jc_65164fbd,,,tid-a3813d7i,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-4i2ac3jc"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-8c47df31-a78d-444e-aa03-31b303ebd3f9,lpc_qsid-1766436571326_sports-outdoors_sid-6a0ldprd_65164fbd,,,tid-qki0mjdb,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-6a0ldprd"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-32bf1fb3-5230-4008-82cf-afe00b3fa7cf,lpc_qsid-1766436571326_sports-outdoors_sid-cfcu45fn_65164fbd,,,tid-r6cccpag,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-cfcu45fn"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-3bffc341-2c03-41cb-bc86-acea3afc9a41,lpc_qsid-1766436571326_sports-outdoors_sid-dbh07yg1_65164fbd,,,tid-8622qs2t,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-dbh07yg1"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-a9bbbcd9-aaa5-45c7-bc21-cfbe541db415,lpc_qsid-1766436571326_sports-outdoors_sid-dhhmwfr0_65164fbd,,,tenant-1774885228681,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-dhhmwfr0"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-939a703d-28d1-42e4-8f97-cdc8cf806975,lpc_qsid-1766436571326_sports-outdoors_sid-djwa4xv4_65164fbd,,,tid-veid875z,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-djwa4xv4"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-5b736262-04d6-4910-81b4-a2c25e8ca8d0,lpc_qsid-1766436571326_sports-outdoors_sid-mylka733_65164fbd,,,tid-lt2t1wzu,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-mylka733"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-d54af3ad-29f1-47c8-a00d-36daa152b9a0,lpc_qsid-1766436571326_sports-outdoors_sid-nyftbnpm_65164fbd,,,tid-fjwr30ib,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-nyftbnpm"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-7c7fdd96-d171-446f-ade2-3824b1953950,lpc_qsid-1766436571326_sports-outdoors_sid-v3kwi40r_65164fbd,,,tid-mrsyk3w6,qsid-1766436571326,2026-05-04 12:09:23.197384,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-v3kwi40r"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,backfilled
psr-25bf9683-3904-4d1e-a009-5870452bdbff,lpc_qsid-1766436571327_sports-outdoors_sid-3888klfr_693f283e,,,tid-8622qs2t,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-3888klfr"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-f30860c9-f56b-428a-9037-1c944fb933ec,lpc_qsid-1766436571327_sports-outdoors_sid-3x8n1r32_693f283e,,,tid-lt2t1wzu,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-3x8n1r32"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-48b4e122-c8ab-47cb-aaaa-c84347da4f8c,lpc_qsid-1766436571327_sports-outdoors_sid-9pbnp3ee_693f283e,,,tid-mrsyk3w6,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-9pbnp3ee"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-b25c6356-bc84-4731-8fea-f08e82f7b603,lpc_qsid-1766436571327_sports-outdoors_sid-a7luahlw_693f283e,,,tid-fjwr30ib,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-a7luahlw"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-4a951918-3617-4815-9383-a03bb811ec91,lpc_qsid-1766436571327_sports-outdoors_sid-bq3xo6iw_693f283e,,,tid-042hi7ju,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-bq3xo6iw"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-34b51ecb-cc11-4bef-94a6-2d4361dd0aad,lpc_qsid-1766436571327_sports-outdoors_sid-hb6vj3z4_693f283e,,,tid-qki0mjdb,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-hb6vj3z4"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-c331bc66-7051-4f44-9c4a-c7467781ce56,lpc_qsid-1766436571327_sports-outdoors_sid-hwuhfvbq_693f283e,,,tid-veid875z,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-hwuhfvbq"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-7bc70daf-578b-4437-8529-6d33c8e755cd,lpc_qsid-1766436571327_sports-outdoors_sid-kfkosztj_693f283e,,,tenant-1774885228681,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-kfkosztj"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-d4dba86d-82c0-48b4-b7f8-ac96cc03d4ab,lpc_qsid-1766436571327_sports-outdoors_sid-lug2msna_693f283e,,,tid-r6cccpag,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-lug2msna"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-71f0fba6-1d5b-4db9-a93b-590b92cf2932,lpc_qsid-1766436571327_sports-outdoors_sid-qeb81r73_693f283e,,,tid-a3813d7i,qsid-1766436571327,2026-05-04 12:09:23.197384,lpc,lpc,eagle-peak,sports-outdoors,v2,"{""sku"": ""qsid-1766436571327"", ""type"": ""lpc"", ""item_id"": ""sid-qeb81r73"", ""category"": ""sports-outdoors"", ""name_hash"": ""693f283e""}",t,backfilled
psr-c812ceac-fd06-4dad-ad1d-15ac0d7dd631,lpc_qsid-1766436571328_toys-games_sid-16bnzkog_71a3471a,,,tid-veid875z,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-16bnzkog"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-db3e3415-03fa-455a-900a-5ea34c721e75,lpc_qsid-1766436571328_toys-games_sid-6ktioup0_71a3471a,,,tid-042hi7ju,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-6ktioup0"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-ef0f7418-8ad8-4a45-8257-f4169c072d16,lpc_qsid-1766436571328_toys-games_sid-7xsn12ae_71a3471a,,,tid-8622qs2t,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-7xsn12ae"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-748ec6db-cea7-48ac-8c6d-79f994a993bc,lpc_qsid-1766436571328_toys-games_sid-8aydk5t8_71a3471a,,,tenant-1774885228681,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-8aydk5t8"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-32096036-fc7a-484d-9286-e74ffc07af6d,lpc_qsid-1766436571328_toys-games_sid-8dwe7wpu_71a3471a,,,tid-qki0mjdb,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-8dwe7wpu"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-a880f4c4-5139-43e0-9efd-c4b4aafbc60e,lpc_qsid-1766436571328_toys-games_sid-hud59b7s_71a3471a,,,tid-mrsyk3w6,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-hud59b7s"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-53962a13-0199-40ba-a2cf-50f3b195916d,lpc_qsid-1766436571328_toys-games_sid-qsq9pwin_71a3471a,,,tid-fjwr30ib,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-qsq9pwin"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-8f059e24-3b67-4faa-87e9-02938175bbfa,lpc_qsid-1766436571328_toys-games_sid-wcrrwra1_71a3471a,,,tid-lt2t1wzu,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-wcrrwra1"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-5dd06312-53b4-45f8-b8f2-f002cf6feb92,lpc_qsid-1766436571328_toys-games_sid-zbbc37ek_71a3471a,,,tid-r6cccpag,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-zbbc37ek"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-786c4de7-1631-4dd6-b89f-8c407a400321,lpc_qsid-1766436571328_toys-games_sid-zsy1d7nf_71a3471a,,,tid-a3813d7i,qsid-1766436571328,2026-05-04 12:09:23.197384,lpc,lpc,laserx,toys-games,v2,"{""sku"": ""qsid-1766436571328"", ""type"": ""lpc"", ""item_id"": ""sid-zsy1d7nf"", ""category"": ""toys-games"", ""name_hash"": ""71a3471a""}",t,backfilled
psr-8d7edfe7-9b11-4b2b-83a3-3571e4cffec3,lpc_qsid-1766436571329_toys-games_sid-2falazdf_9c85039e,,,tid-8622qs2t,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-2falazdf"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-4ca34637-ce2e-4ea4-bb1a-aa1210402815,lpc_qsid-1766436571329_toys-games_sid-6guq22v5_9c85039e,,,tid-lt2t1wzu,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-6guq22v5"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-cca25095-5b28-4022-ab88-515ae07bc018,lpc_qsid-1766436571329_toys-games_sid-7uaxcwgs_9c85039e,,,tid-042hi7ju,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-7uaxcwgs"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-1db820d6-a952-481b-8a6f-1ec81f2b3cbf,lpc_qsid-1766436571329_toys-games_sid-bklucmod_9c85039e,,,tid-r6cccpag,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-bklucmod"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-6d3c4fcf-3575-4b5c-a110-46ee34287ac0,lpc_qsid-1766436571329_toys-games_sid-f0r4d2l9_9c85039e,,,tid-fjwr30ib,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-f0r4d2l9"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-10dcea3f-044b-474b-a8da-332bb333328f,lpc_qsid-1766436571329_toys-games_sid-fpv5jzej_9c85039e,,,tid-mrsyk3w6,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-fpv5jzej"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-a91921d8-b8dc-45a7-bc49-e4abce912315,lpc_qsid-1766436571329_toys-games_sid-ijfsoley_9c85039e,,,tid-qki0mjdb,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-ijfsoley"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-731d72fe-4c0c-4d5a-ab58-033f476b33bb,lpc_qsid-1766436571329_toys-games_sid-pxuwvqnr_9c85039e,,,tid-a3813d7i,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-pxuwvqnr"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-f6e2f68f-c1c9-4cdc-ac48-68b55c55a1b1,lpc_qsid-1766436571329_toys-games_sid-u3g8lcrm_9c85039e,,,tenant-1774885228681,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-u3g8lcrm"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-e065df56-0206-4277-94b8-670832abde54,lpc_qsid-1766436571329_toys-games_sid-zh7ktda1_9c85039e,,,tid-veid875z,qsid-1766436571329,2026-05-04 12:09:23.197384,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-zh7ktda1"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,backfilled
psr-2a74619d-57d8-4018-8f3a-c8589b494889,lpc_qsid-1766436571330_books-media_sid-0woi9ksv_e15ae83a,,,tid-a3813d7i,qsid-1766436571330,2026-05-04 12:09:23.197384,lpc,lpc,currency,books-media,v2,"{""sku"": ""qsid-1766436571330"", ""type"": ""lpc"", ""item_id"": ""sid-0woi9ksv"", ""category"": ""books-media"", ""name_hash"": ""e15ae83a""}",t,backfilled
psr-bde3713c-97b5-43ff-a956-ed149fd47b33,lpc_qsid-1766436571330_books-media_sid-79u7xp88_e15ae83a,,,tenant-1774885228681,qsid-1766436571330,2026-05-04 12:09:23.197384,lpc,lpc,currency,books-media,v2,"{""sku"": ""qsid-1766436571330"", ""type"": ""lpc"", ""item_id"": ""sid-79u7xp88"", ""category"": ""books-media"", ""name_hash"": ""e15ae83a""}",t,backfilled
psr-724ddf00-5dda-4287-8ed7-8a6f5d2deade,lpc_qsid-1766436571330_books-media_sid-jl38g2ld_e15ae83a,,,tid-veid875z,qsid-1766436571330,2026-05-04 12:09:23.197384,lpc,lpc,currency,books-media,v2,"{""sku"": ""qsid-1766436571330"", ""type"": ""lpc"", ""item_id"": ""sid-jl38g2ld"", ""category"": ""books-media"", ""name_hash"": ""e15ae83a""}",t,backfilled
psr-4c219607-df36-465a-baf5-7c61f3f0688a,lpc_qsid-1766436571330_books-media_sid-kfnc40ev_e15ae83a,,,tid-8622qs2t,qsid-1766436571330,2026-05-04 12:09:23.197384,lpc,lpc,currency,books-media,v2,"{""sku"": ""qsid-1766436571330"", ""type"": ""lpc"", ""item_id"": ""sid-kfnc40ev"", ""category"": ""books-media"", ""name_hash"": ""e15ae83a""}",t,backfilled
psr-0868fd42-cf7a-4133-9889-d82f7da8140c,lpc_qsid-1766436571330_books-media_sid-okk4tv93_e15ae83a,,,tid-qki0mjdb,qsid-1766436571330,2026-05-04 12:09:23.197384,lpc,lpc,currency,books-media,v2,"{""sku"": ""qsid-1766436571330"", ""type"": ""lpc"", ""item_id"": ""sid-okk4tv93"", ""category"": ""books-media"", ""name_hash"": ""e15ae83a""}",t,backfilled
