id,product_slug,universal_sku,name,brand,category_path,gtin_upc,description,specifications,images,status,source,catalog_metadata,created_at,updated_at
gpc-777b3df1-3215-4ad9-b223-0bff1999e1c8,dresses/luna-boutique-evelyn-floral-wrap-dress--m-a35a67,VS-DRE-LUN-344ECD,Evelyn Floral Wrap Dress - M,Luna Boutique,{dresses},,"A charming mid-length wrap dress featuring a vibrant floral print, perfect for any spring or summer occasion.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-38wrknua/original-1765615378157.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767098488109"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-2467a4a3-f350-4834-8441-e4a61f2b240a,living-room/magnolia-home-magnolia-home-cozy-corner-sectional-sofa-46a5d1,VS-LIV-MAG-545719,Magnolia Home Cozy Corner Sectional Sofa,Magnolia Home,{living-room},,"A plush, L-shaped sectional sofa designed to transform your living room into a haven of comfort.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-pcjwag8v/original-1766530741713.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676991"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-c04aa181-1a07-4172-99ce-28a42e761f77,haircare/moroccanoil-moroccanoil-treatment-original-100ml-2783c3,VS-HAI-MOR-D79835,MoroccanOil Treatment Original 100ml,MoroccanOil,{haircare},,"A versatile, argan oil-infused hair treatment and styler that promotes softer, stronger hair with increased shine.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-rqcj74cp/original-1765527032311.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434273"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-3c66f150-70e0-4577-8554-9a4c1d480ac8,sports-outdoors/mountaintop-gear-trailblazer-20l-daypack-d6d10a,VS-SPO-MOU-147FE1,Trailblazer 20L Daypack,MountainTop Gear,{sports-outdoors},,"A lightweight, durable backpack perfect for short hikes and daily commutes.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-wip35pnr/original-1765116071527.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571326"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-d235faf1-1625-43a5-add3-105ba10d3459,"vitamins-supplements/nature's-bounty-nature's-bounty-biotin-10000-mcg,-120-softgels-bf6c40",VS-VIT-NAT-119E87,"Nature's Bounty Biotin 10000 mcg, 120 Softgels",Nature's Bounty,{vitamins-supplements},,"Supports healthy hair, skin, and nails with a high potency biotin supplement.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-btf8hysk/original-1765714697365.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""NQW6-PHYS-SHIP-PUBL-MYXH"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-5b1dd38d-43e8-413c-99f1-6ab30c030dc8,"vitamins-supplements/nature's-bounty-nature#x27;s-bounty-biotin-10000-mcg,-120-softgels-c528fb",VS-VIT-NAT-919595,"Nature#x27;s Bounty Biotin 10000 mcg, 120 Softgels",Nature's Bounty,{vitamins-supplements},,"Supports healthy hair, skin, and nails with a high potency biotin supplement.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-btf8hysk/original-1765714697365.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""3GYK-PHYS-SHIP-PUBL-YKHK"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-zcp9a56y""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-130e19b8-c427-4cae-8e3b-72b986e410ab,"vitamins-supplements/nature's-bounty-nature#x27;s-bounty-vitamin-d3-1000-iu,-250-softgels-bde5e1",VS-VIT-NAT-BB9317,"Nature#x27;s Bounty Vitamin D3 1000 IU, 250 Softgels",Nature's Bounty,{vitamins-supplements},,"Vitamin D3 supplement that supports immune health, bone health, and calcium absorption.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-axugi4r6/original-1766438560194.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""3GYK-PHYS-SHIP-PUBL-CMMJ"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-zcp9a56y""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-2c235ceb-fb71-4690-b028-2d93b6e69d33,"skincare/neutrogena-hydraboost-water-gel-moisturizer,-50ml-e45a8d",VS-SKI-NEU-21EF55,"HydraBoost Water Gel Moisturizer, 50ml",Neutrogena,{skincare},,A lightweight water gel moisturizer that provides 48-hour hydration.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-j2ssz0ts/original-1765526991726.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434271"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-77c2e520-9470-4634-9634-534372d422df,"personal-care/neutrogena-neutrogena-hydro-boost-water-gel,-50g-a1af0c",VS-PER-NEU-0385F2,"Neutrogena Hydro Boost Water Gel, 50g",Neutrogena,{personal-care},,A hydrating water-gel moisturizer that provides intense hydration for supple and smooth skin.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-yawb6e5h/original-1766438595493.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""3GYK-PHYS-SHIP-PUBL-EZZG"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-zcp9a56y""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-a3b321b7-62e4-4e44-9e94-16c7d5176743,"produce/onion-masters-yellow-onions,-2-lb-bag-de96f1",VS-PRO-ONI-DD17A5,"Yellow Onions, 2 lb Bag",Onion Masters,{produce},,"A staple for any kitchen, these onions offer a mild, sweet flavor.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-eoajncx3/original-1765232638058.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467812"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-276514ea-23f4-4660-b6f1-ef918c17bf33,home-garden/outdoor-oasis-garden-delight-4-piece-outdoor-furniture-set-47a4ae,VS-HOM-OUT-272C50,Garden Delight 4-Piece Outdoor Furniture Set,Outdoor Oasis,{home-garden},,A luxurious 4-piece outdoor furniture set perfect for entertaining and relaxing in your garden.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-m3yv1i2f/original-1766436679322.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571323"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-fbb3cf78-f58e-472c-ba13-9c96c5cc777d,toys-games/star-voyagers-galactic-explorer-space-station-playset-97e3d5,VS-TOY-STA-8DC962,Galactic Explorer Space Station Playset,Star Voyagers,{toys-games},,"A comprehensive playset for aspiring astronauts, complete with a detailed space station, two astronaut figures, and a miniature spaceship.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/original-1766436736926.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571329"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-8fc72d3f-c144-4a8a-b66e-dd9a1d32c383,skincare/stitchmaster-premium-bamboo-knitting-needle-set-688693,VS-SKI-STI-3D8891,Premium Bamboo Knitting Needle Set,StitchMaster,{skincare},,"A deluxe set of bamboo knitting needles, offering superior comfort and precision for all your knitting projects.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-4nl3dsk5/original-1766440430217.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209117"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-83b3932a-f46a-4067-a09b-0562d5528500,"drawing-painting/strathmore-strathmore-series-400-sketch-pad,-9x12"",-100-sheets-1d2b06",VS-DRA-STR-E03476,"Strathmore Series 400 Sketch Pad, 9x12"", 100 Sheets",Strathmore,{drawing-painting},,A premium sketch pad suitable for all sketching and drawing applications.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-pp2p91fy/original-1766440348116.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209113"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-9b436baa-5f33-4255-8369-7efc5e24ffe0,makeup/too-faced-better-than-sex-mascara-8ml-0f6698,VS-MAK-TOO-9B827D,Better Than Sex Mascara 8ml,Too Faced,{makeup},,"An intensely black, volumizing mascara with an hourglass-shaped brush.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-82ny33d6/original-1765527096387.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434274"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-8c734db6-43b0-4fdd-8ae4-fc45d67dfab2,"otc-medicine/tylenol-tylenol-extra-strength-caplets,-100-count-3f9847",VS-OTC-TYL-820561,"Tylenol Extra Strength Caplets, 100 Count",Tylenol,{otc-medicine},,Tylenol Extra Strength caplets provide temporary relief of minor aches and pains and help reduce fever.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-bboy1cd6/original-1766438539341.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""3GYK-PHYS-SHIP-PUBL-EMR9"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-zcp9a56y""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-889f16fc-cdcf-4046-aa7a-bac8e0301b30,"produce/veggie-delight-roma-tomatoes,-1-lb-4661ac",VS-PRO-VEG-78D00F,"Roma Tomatoes, 1 lb",Veggie Delight,{produce},,"Firm, juicy Roma tomatoes perfect for sauces and salads.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-6zmzga7v/original-1765232612974.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467813"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-ae2310de-f725-44bd-aa58-8c7194a51f0f,"drawing-painting/winsor-&-newton-winsor-&-newton-cotman-watercolor-paint-set,-12-x-8ml-tubes-b13f76",VS-DRA-WIN-25B229,"Winsor & Newton Cotman Watercolor Paint Set, 12 x 8ml Tubes",Winsor & Newton,{drawing-painting},,"A set of 12 high-quality Cotman watercolor paints in 8ml tubes, perfect for artists of all levels.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-1ekcngy9/original-1766440328040.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209112"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-a3813d7i""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-cfb39034-4dce-4390-99ad-f7080cb63e55,storage-furniture/woodcraft-oakwood-4-shelf-bookcase-3ba9f6,VS-STO-WOO-2F7855,Oakwood 4-Shelf Bookcase,WoodCraft,{storage-furniture},,"A sturdy and elegant oakwood bookcase with four shelves, ideal for both home and office use.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8m0wacgy/original-1766530814735.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676995"", ""migration_source"": ""inventory_items"", ""original_tenant_id"": ""tid-jcvzufq2""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-68bb026e-7d9e-435d-9956-54b6d7601286,"men's grooming/baxter-of-california-baxter-of-california-clay-pomade,-2-oz-02534a",VS-MEN-BAX-85B854,"Baxter of California Clay Pomade, 2 oz",Baxter of California,"{""Men's Grooming""}",,"A styling clay that delivers a strong, pliable hold with a matte finish.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-r6pwo9ms/original-1765527147225.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434279"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-26cea3b0-800d-48f9-bd7e-0a5917cdea40,electronics/demo-brand-usb-c-fast-charger-65w-911a03,VS-ELE-DEM-F5EF2F,USB-C Fast Charger 65W,Demo Brand,{Electronics},,"Universal fast charger compatible with laptops, tablets, and phones",,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""POWER-UC-065"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-25470a87-df71-4137-88c8-1d54a529f021,sports & outdoors/demo-brand-yoga-mat--extra-thick-f6869b,VS-SPO-DEM-CD5A24,Yoga Mat - Extra Thick,Demo Brand,"{""Sports & Outdoors""}",,Non-slip yoga mat with carrying strap,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""SPORTS-YM-XTH"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-64719d68-6d25-4e36-92cc-121523607840,power tools/dewalt-dewalt-dcd777c2-20v-max-lithium-ion-brushless-compact-drill-driver-6a59b2,VS-POW-DEW-DEDB0E,DeWalt DCD777C2 20V Max Lithium-Ion Brushless Compact Drill Driver,DeWalt,"{""Power Tools""}",,The DeWalt DCD777C2 20V Max Lithium-Ion Brushless Compact Drill Driver is designed to fit into tight areas and provides a high-performance motor that delivers 340 unit watts out (UWO).,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-mxfzzffk/original-1766112543180.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767073877365"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-b44ca182-3e29-4374-963f-8fd36b7791d8,electronics/demo-brand-wireless-mouse--ergonomic-b247a8,VS-ELE-DEM-BBCB6A,Wireless Mouse - Ergonomic,Demo Brand,{Electronics},,Comfortable ergonomic design with precision tracking,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""INPUT-MS-ERG"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-9298db43-15e0-4d06-b887-20a52f95e2b5,home & kitchen/demo-brand-stainless-steel-water-bottle-32oz-465181,VS-HOM-DEM-67374F,Stainless Steel Water Bottle 32oz,Demo Brand,"{""Home & Kitchen""}",,Insulated water bottle keeps drinks cold for 24 hours,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""HOME-WB-32"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-335b6c29-9da3-4456-b76f-8607936fdcda,office supplies/demo-brand-gel-pen-set--12-colors-1a5ff7,VS-OFF-DEM-8CA685,Gel Pen Set - 12 Colors,Demo Brand,"{""Office Supplies""}",,Smooth-writing gel pens in assorted colors,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OFFICE-GP-12C"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-db38117f-bad3-4a40-aa6e-18e75cad1c13,haircare/kérastase-kérastase-nutritive-masque-magistral-200ml-4c7e05,VS-HAI-KÉR-1D881D,Kérastase Nutritive Masque Magistral 200ml,Kérastase,{Haircare},,"Deeply nourishing hair mask for severely dried-out hair, providing essential nutrients for soft, silky, and supple hair.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-3orq5lnt/original-1765527052143.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434272"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-6299329f-4335-410c-81d6-de5de9d49a43,"produce/veggie-delight-roma-tomatoes,-1-lb-98b63e",VS-PRO-VEG-63CBD4,"Roma Tomatoes, 1 lb",Veggie Delight,{Produce},,"Firm, juicy Roma tomatoes perfect for sauces and salads.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-6zmzga7v/original-1765232612974.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467813"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-4e61e937-bc6e-442d-9de7-10847d9ed704,home & garden/outdoor-oasis-garden-delight-4-piece-outdoor-furniture-set-cae74a,VS-HOM-OUT-121104,Garden Delight 4-Piece Outdoor Furniture Set,Outdoor Oasis,"{""Home & Garden""}",,A luxurious 4-piece outdoor furniture set perfect for entertaining and relaxing in your garden.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-m3yv1i2f/original-1766436679322.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571323"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-48b9fa12-1d9b-4c7a-8108-d0627a5f200d,cameras amp; optics/craftythreads-100-pack-assorted-embroidery-floss-bdedf6,VS-CAM-CRA-EDA37F,100-Pack Assorted Embroidery Floss,CraftyThreads,"{""Cameras amp; Optics""}",,"A vibrant collection of 100 assorted colors of high-quality embroidery floss, ideal for crafting, friendship bracelets, and more.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-ytgf3vv5/original-1766440479463.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209120"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-7d486df3-3861-4e84-9537-3ccc9112ed58,fragrance/giorgio-armani-acqua-di-gio-pour-homme-eau-de-toilette-50ml-a8b506,VS-FRA-GIO-5A3C52,Acqua di Gio Pour Homme Eau de Toilette 50ml,Giorgio Armani,{Fragrance},,A fresh and aquatic fragrance that captures the warmth of the Mediterranean sea.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-ou6cp24q/original-1765527132520.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434276"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-a669b40e-4082-4e2b-b9fe-a0e72c248a97,home & kitchen/demo-brand-coffee-maker--12-cup-7e87b2,VS-HOM-DEM-E41762,Coffee Maker - 12 Cup,Demo Brand,"{""Home & Kitchen""}",,Programmable coffee maker with auto-brew timer,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""KITCHEN-CM-12"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-a1f9445d-82e6-4155-acb4-7e6cdd0ea1bc,"skincare/fresh-vitamin-nectar-glow-face-mask,-100ml-19ddde",VS-SKI-FRE-49F118,"Vitamin Nectar Glow Face Mask, 100ml",Fresh,{Skincare},,An instant glow face mask powered by a concentrated blend of crushed citrus fruits.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-kd5betce/original-1765527012734.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434270"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-f2d510d4-d5cf-47f7-8a62-99290ed82997,meat & seafood/green-pastures-grass-fed-ground-beef-85/15-1lb-dd6a4f,VS-MEA-GRE-DFFE6D,Grass-Fed Ground Beef 85/15 1lb,Green Pastures,"{""Meat & Seafood""}",,"Lean and flavorful ground beef from grass-fed cows, ideal for healthier burgers and recipes.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-7u3g1stz/original-1765232691748.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467815"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-9d481a25-d55e-4b73-b81d-d627b3283ecf,storage furniture/woodcraft-oakwood-4-shelf-bookcase-8593cb,VS-STO-WOO-3C0B42,Oakwood 4-Shelf Bookcase,WoodCraft,"{""Storage Furniture""}",,"A sturdy and elegant oakwood bookcase with four shelves, ideal for both home and office use.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8m0wacgy/original-1766530814735.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676995"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-39ea319e-838f-448c-a8f3-ff52647c3e49,"meat & seafood/blue-ocean-premium-large-white-shrimp,-peeled-and-deveined,-1lb-5b3f1a",VS-MEA-BLU-7D80C1,"Premium Large White Shrimp, Peeled and Deveined, 1lb",Blue Ocean,"{""Meat & Seafood""}",,"Convenient, ready-to-cook large white shrimp, peeled and deveined for your ease.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467814"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-f3b4a445-14f8-48e8-94c4-43a632e3e831,makeup/too-faced-better-than-sex-mascara-8ml-4c1561,VS-MAK-TOO-0E908F,Better Than Sex Mascara 8ml,Too Faced,{Makeup},,"An intensely black, volumizing mascara with an hourglass-shaped brush.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-82ny33d6/original-1765527096387.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434274"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
