id,name,slug,description,google_category_id,parent_id,level,icon_emoji,sort_order,is_active,is_featured,created_at,updated_at,gcid
cat_86ee7c47-739f-4492-b091-6f1712d99997,Lighting Store,lighting-store,Lighting Store - Business category for lighting store,gcid:lighting-store,,0,🏬,2120,t,f,2025-12-03 22:40:33.113+00,2026-01-07 19:42:38.274596+00,gcid:lighting_store
cat_89f44071-75c1-41b3-99b5-092111c6c96e,Linens Store,linens-store,Linens Store - Business category for linens store,gcid:linens-store,,0,🏬,2130,t,f,2025-12-03 22:40:33.32+00,2026-01-07 19:42:38.274596+00,gcid:linens_store
cat_ba8c70be-e5d1-4af4-b2b7-5fa39f9e516f,Lingerie Store,lingerie-store,Lingerie Store - Business category for lingerie store,gcid:lingerie-store,,0,🏬,2140,t,f,2025-12-03 22:40:33.527+00,2026-01-07 19:42:38.274596+00,gcid:lingerie_store
cat_3171a4e9-c4cc-4d1d-aaa1-8a0ce158073f,Linoleum Store,linoleum-store,Linoleum Store - Business category for linoleum store,gcid:linoleum-store,,0,🏬,2150,t,f,2025-12-03 22:40:33.737+00,2026-01-07 19:42:38.274596+00,gcid:linoleum_store
cat_9697d5e1-9ff0-4775-9b90-351ff14fadd9,Liquor Store,liquor-store,Liquor Store - Business category for liquor store,gcid:liquor-store,,0,🏬,2160,t,f,2025-12-03 22:40:33.936+00,2026-01-07 19:42:38.274596+00,gcid:liquor_store
cat_59a4de7f-6af9-4891-9892-6b2ebcea19be,Lock Store,lock-store,Lock Store - Business category for lock store,gcid:lock-store,,0,🏬,2170,t,f,2025-12-03 22:40:34.151+00,2026-01-07 19:42:38.274596+00,gcid:lock_store
cat_5bd43f48-7969-4686-a8f3-4746144cfa1a,Luggage Store,luggage-store,Luggage Store - Business category for luggage store,gcid:luggage-store,,0,🏬,2180,t,f,2025-12-03 22:40:34.352+00,2026-01-07 19:42:38.274596+00,gcid:luggage_store
cat_f7227336-7cc0-4730-b659-542ade699598,Lumber Store,lumber-store,Lumber Store - Business category for lumber store,gcid:lumber-store,,0,🏬,2190,t,f,2025-12-03 22:40:34.562+00,2026-01-07 19:42:38.274596+00,gcid:lumber_store
cat_505d1f84-d11e-4b9c-b8ec-abc29075bfda,Magazine Store,magazine-store,Magazine Store - Business category for magazine store,gcid:magazine-store,,0,🏬,2200,t,f,2025-12-03 22:40:34.758+00,2026-01-07 19:42:38.274596+00,gcid:magazine_store
cat_32b35f30-db9a-43a9-8f51-fd2766ef556a,Magic Store,magic-store,Magic Store - Business category for magic store,gcid:magic-store,,0,🏬,2210,t,f,2025-12-03 22:40:35.016+00,2026-01-07 19:42:38.274596+00,gcid:magic_store
cat_200c86e6-f013-4b0c-b763-61afdaa944d7,Map Store,map-store,Map Store - Business category for map store,gcid:map-store,,0,🏬,2220,t,f,2025-12-03 22:40:35.216+00,2026-01-07 19:42:38.274596+00,gcid:map_store
cat_402de601-ead9-4c85-b235-57d34e25d3ab,Marine Supply Store,marine-supply-store,Marine Supply Store - Business category for marine supply store,gcid:marine-supply-store,,0,🏬,2230,t,f,2025-12-03 22:40:35.428+00,2026-01-07 19:42:38.274596+00,gcid:marine_supply_store
cat_6918a8c3-04e8-4766-9ee4-f13549b9c928,market,market,Market - Business category for market,gcid:market,,0,🏪,2240,t,f,2025-12-03 22:16:53.672+00,2026-01-07 19:42:38.274596+00,gcid:market
cat_8ae36943-ede7-4ffe-84c1-7f85a5d5786f,Market Researcher,market-researcher,Market Researcher - Business category for market researcher,gcid:market-researcher,,0,🏪,2250,t,f,2025-12-03 22:16:53.906+00,2026-01-07 19:42:38.274596+00,gcid:market_researcher
cat_03f6bba3-3617-4614-a323-d4f4363f2551,Marketing Agency,marketing-agency,Marketing Agency - Business category for marketing agency,gcid:marketing-agency,,0,🏪,2260,t,f,2025-12-03 22:16:54.145+00,2026-01-07 19:42:38.274596+00,gcid:marketing_agency
cat_588f5d10-b712-41ce-995b-8be56628b62b,Marketing Consultant,marketing-consultant,Marketing Consultant - Business category for marketing consultant,gcid:marketing-consultant,,0,🏪,2270,t,f,2025-12-03 22:16:54.388+00,2026-01-07 19:42:38.274596+00,gcid:marketing_consultant
cat_0606a807-5c5b-4d2d-9d47-28cae866bd34,Martial Arts Supply Store,martial-arts-supply-store,Martial Arts Supply Store - Business category for martial arts supply store,gcid:martial-arts-supply-store,,0,🏬,2280,t,f,2025-12-03 22:40:35.705+00,2026-01-07 19:42:38.274596+00,gcid:martial_arts_supply_store
cat_3b360e71-3d3b-4b0c-ae0b-8ad973ef230c,Masonry Supply Store,masonry-supply-store,Masonry Supply Store - Business category for masonry supply store,gcid:masonry-supply-store,,0,🏬,2290,t,f,2025-12-03 22:40:35.912+00,2026-01-07 19:42:38.274596+00,gcid:masonry_supply_store
cat_101fba7f-e3dd-4994-b11e-ba232489c1c8,Massage Supply Store,massage-supply-store,Massage Supply Store - Business category for massage supply store,gcid:massage-supply-store,,0,🏬,2300,t,f,2025-12-03 22:40:36.114+00,2026-01-07 19:42:38.274596+00,gcid:massage_supply_store
cat_916c92b7-6b12-449f-9bc2-cac5e947c38f,Maternity Store,maternity-store,Maternity Store - Business category for maternity store,gcid:maternity-store,,0,🏬,2310,t,f,2025-12-03 22:40:36.329+00,2026-01-07 19:42:38.274596+00,gcid:maternity_store
cat_bdc465d7-8a91-497d-a856-7cc8fa30bf31,Mattress Store,mattress-store,Mattress Store - Business category for mattress store,gcid:mattress-store,,0,🏬,2320,t,f,2025-12-03 22:40:36.528+00,2026-01-07 19:42:38.274596+00,gcid:mattress_store
cat_34418627-ca75-4a4c-85f6-1fa2f44e0656,Medical Book Store,medical-book-store,Medical Book Store - Business category for medical book store,gcid:medical-book-store,,0,🏬,2330,t,f,2025-12-03 22:40:36.736+00,2026-01-07 19:42:38.274596+00,gcid:medical_book_store
cat_ae6ce2d1-54ad-40ea-83a0-2f15a01451d6,Medical Supply Store,medical-supply-store,Medical Supply Store - Business category for medical supply store,gcid:medical-supply-store,,0,🏬,2340,t,f,2025-12-03 22:40:36.938+00,2026-01-07 19:42:38.274596+00,gcid:medical_supply_store
cat_ff378959-0771-4cf4-aca6-8f3c7cf674f9,Mens Clothing Store,mens-clothing-store,Mens Clothing Store - Business category for mens clothing store,gcid:mens-clothing-store,,0,🏬,2350,t,f,2025-12-03 22:40:37.147+00,2026-01-07 19:42:38.274596+00,gcid:mens_clothing_store
cat_01aca63d-2318-4e81-893f-99e7bccb8d2f,Metaphysical Supply Store,metaphysical-supply-store,Metaphysical Supply Store - Business category for metaphysical supply store,gcid:metaphysical-supply-store,,0,🏬,2360,t,f,2025-12-03 22:40:37.35+00,2026-01-07 19:42:38.274596+00,gcid:metaphysical_supply_store
cat_1d2cfb7d-f813-428d-9452-7ecea471f921,Mexican Goods Store,mexican-goods-store,Mexican Goods Store - Business category for mexican goods store,gcid:mexican-goods-store,,0,🌮,2370,t,f,2025-12-03 22:39:03.244+00,2026-01-07 19:42:38.274596+00,gcid:mexican_goods_store
cat_5cfc1449-cde3-4112-a673-95985228d3ba,Mexican Grocery Store,mexican-grocery-store,Mexican Grocery Store - Business category for mexican grocery store,gcid:mexican-grocery-store,,0,🌮,2380,t,f,2025-12-03 22:13:25.416+00,2026-01-07 19:42:38.274596+00,gcid:mexican_grocery_store
cat_dfe7df35-373c-481c-ba5a-f3aaebf50eef,Miniatures Store,miniatures-store,Miniatures Store - Business category for miniatures store,gcid:miniatures-store,,0,🏬,2390,t,f,2025-12-03 22:40:37.963+00,2026-01-07 19:42:38.274596+00,gcid:miniatures_store
cat_244e9648-3022-47a3-9858-fc7ff200e0ba,Mobile Home Supply Store,mobile-home-supply-store,Mobile Home Supply Store - Business category for mobile home supply store,gcid:mobile-home-supply-store,,0,🏬,2400,t,f,2025-12-03 22:40:38.164+00,2026-01-07 19:42:38.274596+00,gcid:mobile_home_supply_store
cat_c2f23277-d982-4531-b009-8bf11bdece71,Model Train Store,model-train-store,Model Train Store - Business category for model train store,gcid:model-train-store,,0,🏬,2410,t,f,2025-12-03 22:40:38.376+00,2026-01-07 19:42:38.274596+00,gcid:model_train_store
cat_771231e5-3fd0-409f-8744-74a24c20f60b,Motorcycle Parts Store,motorcycle-parts-store,Motorcycle Parts Store - Business category for motorcycle parts store,gcid:motorcycle-parts-store,,0,🏬,2420,t,f,2025-12-03 22:40:38.577+00,2026-01-07 19:42:38.274596+00,gcid:motorcycle_parts_store
cat_03ccf54b-9e54-4acb-b049-b28f4f0f0144,Motorsports Store,motorsports-store,Motorsports Store - Business category for motorsports store,gcid:motorsports-store,,0,🏬,2430,t,f,2025-12-03 22:40:38.788+00,2026-01-07 19:42:38.274596+00,gcid:motorsports_store
cat_ece027d7-fd50-473f-ba13-3e349edce99e,Movie Rental Store,movie-rental-store,Movie Rental Store - Business category for movie rental store,gcid:movie-rental-store,,0,🏬,2440,t,f,2025-12-03 22:40:38.985+00,2026-01-07 19:42:38.274596+00,gcid:movie_rental_store
cat_304b29b1-5355-4a3d-afe9-15c74e5f5476,Moving Supply Store,moving-supply-store,Moving Supply Store - Business category for moving supply store,gcid:moving-supply-store,,0,🏬,2450,t,f,2025-12-03 22:40:39.195+00,2026-01-07 19:42:38.274596+00,gcid:moving_supply_store
cat_294a7e6b-30bc-449b-9858-02a59195a227,Music Box Store,music-box-store,Music Box Store - Business category for music box store,gcid:music-box-store,,0,🏬,2460,t,f,2025-12-03 22:40:39.427+00,2026-01-07 19:42:38.274596+00,gcid:music_box_store
cat_fb41e4cb-b7e7-4808-8a59-ee4406d7b309,Music Store,music-store,Music Store - Business category for music store,gcid:music-store,,0,🏬,2470,t,f,2025-12-03 22:40:39.632+00,2026-01-07 19:42:38.274596+00,gcid:music_store
cat_9207a211-165d-48dd-bd51-45ecbc9125fd,Musical Instrument Store,musical-instrument-store,Musical Instrument Store - Business category for musical instrument store,gcid:musical-instrument-store,,0,🏬,2480,t,f,2025-12-03 22:40:39.831+00,2026-01-07 19:42:38.274596+00,gcid:musical_instrument_store
cat_0515202f-fbd0-4b04-9bc0-ef8bac52d68a,Native American Goods Store,native-american-goods-store,Native American Goods Store - Business category for native american goods store,gcid:native-american-goods-store,,0,🏬,2490,t,f,2025-12-03 22:39:28.189+00,2026-01-07 19:42:38.274596+00,gcid:native_american_goods_store
cat_5df3c75c-15b5-444c-b3ed-e5dd40ba6714,Natural Foods Store,natural-foods-store,Natural Foods Store - Business category for natural foods store,gcid:natural-foods-store,,0,🏬,2500,t,f,2025-12-03 22:40:40.24+00,2026-01-07 19:42:38.274596+00,gcid:natural_foods_store
cat_3991543b-b616-440f-9f62-5dc93bf5e9dd,Night Market,night-market,Night Market - Business category for night market,gcid:night-market,,0,🏪,2510,t,f,2025-12-03 22:16:54.625+00,2026-01-07 19:42:38.274596+00,gcid:night_market
cat_5ecad74e-8078-499c-a84a-c76465a06125,Notions Store,notions-store,Notions Store - Business category for notions store,gcid:notions-store,,0,🏬,2520,t,f,2025-12-03 22:40:40.444+00,2026-01-07 19:42:38.274596+00,gcid:notions_store
cat_c85c4ff1-4b01-4fac-822e-3a62f9c08f04,Novelty Store,novelty-store,Novelty Store - Business category for novelty store,gcid:novelty-store,,0,🏬,2530,t,f,2025-12-03 22:40:40.658+00,2026-01-07 19:42:38.274596+00,gcid:novelty_store
cat_8c71f90b-de48-4c2c-972c-6b6633d535bd,Nut Store,nut-store,Nut Store - Business category for nut store,gcid:nut-store,,0,🏬,2540,t,f,2025-12-03 22:40:40.853+00,2026-01-07 19:42:38.274596+00,gcid:nut_store
cat_36e34bc3-58bf-435d-ab85-3cb54effd36d,Office Furniture Store,office-furniture-store,Office Furniture Store - Business category for office furniture store,gcid:office-furniture-store,,0,🏬,2550,t,f,2025-12-03 22:40:41.063+00,2026-01-07 19:42:38.274596+00,gcid:office_furniture_store
cat_c06d5f0d-860f-4cc3-8dfe-3d9618d36c2b,Office Supply Store,office-supply-store,Office Supply Store - Business category for office supply store,gcid:office-supply-store,,0,🏬,2560,t,f,2025-12-03 22:40:41.32+00,2026-01-07 19:42:38.274596+00,gcid:office_supply_store
cat_45a10220-ec20-4777-9e64-05e18009633d,Organic Drug Store,organic-drug-store,Organic Drug Store - Business category for organic drug store,gcid:organic-drug-store,,0,🏬,2570,t,f,2025-12-03 22:40:41.527+00,2026-01-07 19:42:38.274596+00,gcid:organic_drug_store
cat_e1c8800c-2b2a-461e-899e-2b02146971b3,Organic Store,organic-store,Organic Store - Business category for organic store,gcid:organic-store,,0,🏬,2590,t,f,2025-12-03 22:40:41.936+00,2026-01-07 19:42:38.274596+00,gcid:organic_store
cat_015defbc-4e87-4fe8-9ba3-44be346edcd9,Oriental Goods Store,oriental-goods-store,Oriental Goods Store - Business category for oriental goods store,gcid:oriental-goods-store,,0,🏬,2600,t,f,2025-12-03 22:39:28.4+00,2026-01-07 19:42:38.274596+00,gcid:oriental_goods_store
cat_571edb44-9dca-47d5-9cfe-1378dfcfb1b9,Oriental Medicine Store,oriental-medicine-store,Oriental Medicine Store - Business category for oriental medicine store,gcid:oriental-medicine-store,,0,🏬,2610,t,f,2025-12-03 22:40:42.354+00,2026-01-07 19:42:38.274596+00,gcid:oriental_medicine_store
cat_1938d508-5db1-45ee-8cf6-c0301e0c3d11,Oriental Rug Store,oriental-rug-store,Oriental Rug Store - Business category for oriental rug store,gcid:oriental-rug-store,,0,🏬,2620,t,f,2025-12-03 22:40:42.571+00,2026-01-07 19:42:38.274596+00,gcid:oriental_rug_store
cat_07cb6d59-d922-41cf-8335-7785fa872c10,Orthopedic Shoe Store,orthopedic-shoe-store,Orthopedic Shoe Store - Business category for orthopedic shoe store,gcid:orthopedic-shoe-store,,0,🏬,2630,t,f,2025-12-03 22:40:42.773+00,2026-01-07 19:42:38.274596+00,gcid:orthopedic_shoe_store
cat_e93c9221-c99d-4938-95a2-5188dc6cf7f1,Orthopedic Supplies Store,orthopedic-supplies-store,Orthopedic Supplies Store - Business category for orthopedic supplies store,gcid:orthopedic-supplies-store,,0,🏬,2640,t,f,2025-12-03 22:40:42.98+00,2026-01-07 19:42:38.274596+00,gcid:orthopedic_supplies_store
cat_620b0ec4-ac49-4954-9301-7fadfe262306,Outboard Motor Store,outboard-motor-store,Outboard Motor Store - Business category for outboard motor store,gcid:outboard-motor-store,,0,🏬,2650,t,f,2025-12-03 22:40:43.176+00,2026-01-07 19:42:38.274596+00,gcid:outboard_motor_store
cat_e3420264-5fe9-4ef2-9b7f-a706666c8b26,Outdoor Furniture Store,outdoor-furniture-store,Outdoor Furniture Store - Business category for outdoor furniture store,gcid:outdoor-furniture-store,,0,🏬,2660,t,f,2025-12-03 22:40:43.381+00,2026-01-07 19:42:38.274596+00,gcid:outdoor_furniture_store
cat_f9b2faec-f45a-41fa-9010-9b025d48bd91,Outdoor Sports Store,outdoor-sports-store,Outdoor Sports Store - Business category for outdoor sports store,gcid:outdoor-sports-store,,0,🏬,2670,t,f,2025-12-03 22:40:43.586+00,2026-01-07 19:42:38.274596+00,gcid:outdoor_sports_store
cat_7c003188-d18d-43c4-abdc-36c1565bcb72,Outerwear Store,outerwear-store,Outerwear Store - Business category for outerwear store,gcid:outerwear-store,,0,🏬,2680,t,f,2025-12-03 22:40:43.795+00,2026-01-07 19:42:38.274596+00,gcid:outerwear_store
cat_8516bd87-f6a9-4970-a488-705a48548e49,Outlet Store,outlet-store,Outlet Store - Business category for outlet store,gcid:outlet-store,,0,🏬,2690,t,f,2025-12-03 22:40:43.994+00,2026-01-07 19:42:38.274596+00,gcid:outlet_store
cat_7f2fd430-8d02-4378-9b28-1a279579e651,Packaging Supply Store,packaging-supply-store,Packaging Supply Store - Business category for packaging supply store,gcid:packaging-supply-store,,0,🏬,2700,t,f,2025-12-03 22:40:44.204+00,2026-01-07 19:42:38.274596+00,gcid:packaging_supply_store
cat_441a9689-df0f-4e23-80db-b15c55e82682,Paint Store,paint-store,Paint Store - Business category for paint store,gcid:paint-store,,0,🏬,2710,t,f,2025-12-03 22:40:44.406+00,2026-01-07 19:42:38.274596+00,gcid:paint_store
cat_d6718f78-30c5-4d2b-8dcc-58ebd0fdb38c,Paintball Store,paintball-store,Paintball Store - Business category for paintball store,gcid:paintball-store,,0,🏬,2720,t,f,2025-12-03 22:40:44.615+00,2026-01-07 19:42:38.274596+00,gcid:paintball_store
cat_7b520b88-d069-491c-b1c5-6b1f4c3fb5b3,Paintings Store,paintings-store,Paintings Store - Business category for paintings store,gcid:paintings-store,,0,🏬,2730,t,f,2025-12-03 22:40:44.817+00,2026-01-07 19:42:38.274596+00,gcid:paintings_store
cat_bd00f30e-e39b-41b2-95d2-afd278322871,Paper Store,paper-store,Paper Store - Business category for paper store,gcid:paper-store,,0,🏬,2740,t,f,2025-12-03 22:40:45.028+00,2026-01-07 19:42:38.274596+00,gcid:paper_store
cat_b967dc93-a86c-4303-aa48-386814e1ea21,Party Store,party-store,Party Store - Business category for party store,gcid:party-store,,0,🏬,2750,t,f,2025-12-03 22:40:45.228+00,2026-01-07 19:42:38.274596+00,gcid:party_store
cat_fe7fcd0e-2521-4702-ae76-5b9f15f95659,Perfume Store,perfume-store,Perfume Store - Business category for perfume store,gcid:perfume-store,,0,🏬,2770,t,f,2025-12-03 22:40:45.642+00,2026-01-07 19:42:38.274596+00,gcid:perfume_store
cat_ffeb4c46-b489-4520-b5c0-e6fe027f698e,Pet Store,pet-store,Pet Store - Business category for pet store,gcid:pet-store,,0,🏬,2780,t,f,2025-12-03 22:40:45.849+00,2026-01-07 19:42:38.274596+00,gcid:pet_store
cat_a601c392-e6f8-4673-a364-62ed09ef89bd,Pet Supply Store,pet-supply-store,Pet Supply Store - Business category for pet supply store,gcid:pet-supply-store,,0,🏬,2790,t,f,2025-12-03 22:40:46.045+00,2026-01-07 19:42:38.274596+00,gcid:pet_supply_store
cat_3c9ea04e-2ad8-476a-9e36-b90758f97057,Piano Store,piano-store,Piano Store - Business category for piano store,gcid:piano-store,,0,🏬,2800,t,f,2025-12-03 22:40:46.256+00,2026-01-07 19:42:38.274596+00,gcid:piano_store
cat_7499eb37-1a65-40b2-a383-ce2ebe950fd7,Plast Window Store,plast-window-store,Plast Window Store - Business category for plast window store,gcid:plast-window-store,,0,🏬,2810,t,f,2025-12-03 22:40:46.456+00,2026-01-07 19:42:38.274596+00,gcid:plast_window_store
cat_40a7c9ed-b78c-4587-9383-fe0f436c1324,Plumbing Supply Store,plumbing-supply-store,Plumbing Supply Store - Business category for plumbing supply store,gcid:plumbing-supply-store,,0,🏬,2820,t,f,2025-12-03 22:40:46.67+00,2026-01-07 19:42:38.274596+00,gcid:plumbing_supply_store
cat_85deea45-9470-4d9a-af53-3322732d66fd,Plus Size Clothing Store,plus-size-clothing-store,Plus Size Clothing Store - Business category for plus size clothing store,gcid:plus-size-clothing-store,,0,🏬,2830,t,f,2025-12-03 22:40:46.867+00,2026-01-07 19:42:38.274596+00,gcid:plus_size_clothing_store
cat_edbf777a-4b17-45d4-adcb-449f0d970bee,Police Supply Store,police-supply-store,Police Supply Store - Business category for police supply store,gcid:police-supply-store,,0,🏬,2840,t,f,2025-12-03 22:40:47.088+00,2026-01-07 19:42:38.274596+00,gcid:police_supply_store
cat_8ddf4391-5f51-4569-bb78-f9b309924b75,Pond Supply Store,pond-supply-store,Pond Supply Store - Business category for pond supply store,gcid:pond-supply-store,,0,🏬,2850,t,f,2025-12-03 22:40:47.293+00,2026-01-07 19:42:38.274596+00,gcid:pond_supply_store
cat_0ec1b161-fad5-46af-9d59-d9455a2bdbe2,Popcorn Store,popcorn-store,Popcorn Store - Business category for popcorn store,gcid:popcorn-store,,0,🏬,2860,t,f,2025-12-03 22:40:47.503+00,2026-01-07 19:42:38.274596+00,gcid:popcorn_store
cat_2a6286c5-06a3-4570-90f7-36d31f89843c,Poster Store,poster-store,Poster Store - Business category for poster store,gcid:poster-store,,0,🏬,2870,t,f,2025-12-03 22:40:47.706+00,2026-01-07 19:42:38.274596+00,gcid:poster_store
cat_c4bc8e90-1fc6-4962-aa16-79d5fe2173c1,Pottery Store,pottery-store,Pottery Store - Business category for pottery store,gcid:pottery-store,,0,🏬,2880,t,f,2025-12-03 22:40:47.913+00,2026-01-07 19:42:38.274596+00,gcid:pottery_store
cat_cc5e4db0-ad5a-4b06-abdf-e5a85b7b012b,Poultry Store,poultry-store,Poultry Store - Business category for poultry store,gcid:poultry-store,,0,🏬,2890,t,f,2025-12-03 22:40:48.113+00,2026-01-07 19:42:38.274596+00,gcid:poultry_store
cat_8e924887-4dda-46c1-b5ef-f4f1da0de89b,Pretzel Store,pretzel-store,Pretzel Store - Business category for pretzel store,gcid:pretzel-store,,0,🏬,2900,t,f,2025-12-03 22:40:48.323+00,2026-01-07 19:42:38.274596+00,gcid:pretzel_store
cat_27e46d34-b44f-41a3-bf6a-4757129180c6,Printer Ink Refill Store,printer-ink-refill-store,Printer Ink Refill Store - Business category for printer ink refill store,gcid:printer-ink-refill-store,,0,🏬,2910,t,f,2025-12-03 22:40:48.52+00,2026-01-07 19:42:38.274596+00,gcid:printer_ink_refill_store
cat_882427a2-561d-435d-bd0b-1d494a52c6e2,Produce Market,produce-market,Produce Market - Business category for produce market,gcid:produce-market,,0,🏪,2920,t,f,2025-12-03 22:16:54.865+00,2026-01-07 19:42:38.274596+00,gcid:produce_market
cat_873be846-3b93-440c-aeef-d381603915e0,Qing Fang Market Place,qing-fang-market-place,Qing Fang Market Place - Business category for qing fang market place,gcid:qing-fang-market-place,,0,🏪,2930,t,f,2025-12-03 22:16:55.104+00,2026-01-07 19:42:38.274596+00,gcid:qing_fang_market_place
cat_b318bf7b-e543-41f9-9384-2b9bf3c6e35c,Racing Car Parts Store,racing-car-parts-store,Racing Car Parts Store - Business category for racing car parts store,gcid:racing-car-parts-store,,0,🏬,2940,t,f,2025-12-03 22:40:48.733+00,2026-01-07 19:42:38.274596+00,gcid:racing_car_parts_store
cat_717395b2-3262-4c6d-8244-7d7153694196,Rare Book Store,rare-book-store,Rare Book Store - Business category for rare book store,gcid:rare-book-store,,0,🏬,2950,t,f,2025-12-03 22:40:48.935+00,2026-01-07 19:42:38.274596+00,gcid:rare_book_store
cat_c1c5bd71-a2c5-4643-83e5-ce6a4cd8b0b4,Record Store,record-store,Record Store - Business category for record store,gcid:record-store,,0,🏬,2960,t,f,2025-12-03 22:40:49.142+00,2026-01-07 19:42:38.274596+00,gcid:record_store
cat_17b8ee76-06d8-42b4-9e49-6ed9da6fec4a,Refrigerator Store,refrigerator-store,Refrigerator Store - Business category for refrigerator store,gcid:refrigerator-store,,0,🏬,2970,t,f,2025-12-03 22:40:49.344+00,2026-01-07 19:42:38.274596+00,gcid:refrigerator_store
cat_e834bbe1-961a-47e6-bfa9-66ed071a1d7e,Religious Book Store,religious-book-store,Religious Book Store - Business category for religious book store,gcid:religious-book-store,,0,🏬,2980,t,f,2025-12-03 22:40:49.559+00,2026-01-07 19:42:38.274596+00,gcid:religious_book_store
cat_6c814894-0ff2-48d0-a230-35dc39d932ee,Religious Goods Store,religious-goods-store,Religious Goods Store - Business category for religious goods store,gcid:religious-goods-store,,0,🏬,2990,t,f,2025-12-03 22:39:28.614+00,2026-01-07 19:42:38.274596+00,gcid:religious_goods_store
cat_0d7c3145-53fc-4a14-938e-9a0745482030,Reptile Store,reptile-store,Reptile Store - Business category for reptile store,gcid:reptile-store,,0,🏬,3000,t,f,2025-12-03 22:40:50.006+00,2026-01-07 19:42:38.274596+00,gcid:reptile_store
cat_b8e433ec-352d-4be6-b685-01fdd498104f,Restaurant Supply Store,restaurant-supply-store,Restaurant Supply Store - Business category for restaurant supply store,gcid:restaurant-supply-store,,0,🍽️,3010,t,f,2025-12-03 22:40:50.254+00,2026-01-07 19:42:38.274596+00,gcid:restaurant_supply_store
cat_bee7de49-5c4d-416f-8e49-a93b0c23ce6a,Roofing Supply Store,roofing-supply-store,Roofing Supply Store - Business category for roofing supply store,gcid:roofing-supply-store,,0,🏬,3020,t,f,2025-12-03 22:40:50.45+00,2026-01-07 19:42:38.274596+00,gcid:roofing_supply_store
cat_a9f063b6-439a-4ab9-8870-8e293eb6c9bd,Rubber Stamp Store,rubber-stamp-store,Rubber Stamp Store - Business category for rubber stamp store,gcid:rubber-stamp-store,,0,🏬,3030,t,f,2025-12-03 22:40:50.662+00,2026-01-07 19:42:38.274596+00,gcid:rubber_stamp_store
cat_9cb5cd0c-f7b1-4d13-a78c-8ef08c82e600,Rug Store,rug-store,Rug Store - Business category for rug store,gcid:rug-store,,0,🏬,3040,t,f,2025-12-03 22:40:50.862+00,2026-01-07 19:42:38.274596+00,gcid:rug_store
cat_9ea09843-d32e-4002-b5bc-d96b7b0c284a,Rugby Store,rugby-store,Rugby Store - Business category for rugby store,gcid:rugby-store,,0,🏬,3050,t,f,2025-12-03 22:40:51.073+00,2026-01-07 19:42:38.274596+00,gcid:rugby_store
cat_f48309c2-5c29-43b7-b077-933ca478cd7d,Running Store,running-store,Running Store - Business category for running store,gcid:running-store,,0,🏬,3060,t,f,2025-12-03 22:40:51.279+00,2026-01-07 19:42:38.274596+00,gcid:running_store
cat_f9c7a1c4-0fa9-4bcc-bfe9-960b9186e73e,Russian Grocery Store,russian-grocery-store,Russian Grocery Store - Business category for russian grocery store,gcid:russian-grocery-store,,0,🛒,3070,t,f,2025-12-03 22:13:25.63+00,2026-01-07 19:42:38.274596+00,gcid:russian_grocery_store
cat_c8186481-001a-407e-88a6-f69e49156e99,Rustic Furniture Store,rustic-furniture-store,Rustic Furniture Store - Business category for rustic furniture store,gcid:rustic-furniture-store,,0,🏬,3080,t,f,2025-12-03 22:40:51.692+00,2026-01-07 19:42:38.274596+00,gcid:rustic_furniture_store
cat_6c778410-3148-4225-a6c1-fa95af8c7b64,Rv Supply Store,rv-supply-store,Rv Supply Store - Business category for rv supply store,gcid:rv-supply-store,,0,🏬,3090,t,f,2025-12-03 22:40:51.893+00,2026-01-07 19:42:38.274596+00,gcid:rv_supply_store
cat_f6c376de-09e7-4a6d-8e2b-4bcf6ab607c3,Sauna Store,sauna-store,Sauna Store - Business category for sauna store,gcid:sauna-store,,0,🏬,3100,t,f,2025-12-03 22:40:52.104+00,2026-01-07 19:42:38.274596+00,gcid:sauna_store
cat_5c9aef3d-7f7b-446f-9588-9cc9685ec153,School Supply Store,school-supply-store,School Supply Store - Business category for school supply store,gcid:school-supply-store,,0,🏬,3110,t,f,2025-12-03 22:40:52.305+00,2026-01-07 19:42:38.274596+00,gcid:school_supply_store
cat_518d7d37-326c-4914-9344-ac44cefec7d4,Scrapbooking Store,scrapbooking-store,Scrapbooking Store - Business category for scrapbooking store,gcid:scrapbooking-store,,0,🏬,3120,t,f,2025-12-03 22:40:52.513+00,2026-01-07 19:42:38.274596+00,gcid:scrapbooking_store
cat_25f71e20-3ec9-4f2c-b387-877160912c70,Screen Printing Supply Store,screen-printing-supply-store,Screen Printing Supply Store - Business category for screen printing supply store,gcid:screen-printing-supply-store,,0,🏬,3130,t,f,2025-12-03 22:40:52.711+00,2026-01-07 19:42:38.274596+00,gcid:screen_printing_supply_store
cat_26b18e5c-74b3-4833-8e90-b51349059298,Screen Store,screen-store,Screen Store - Business category for screen store,gcid:screen-store,,0,🏬,3140,t,f,2025-12-03 22:40:52.922+00,2026-01-07 19:42:38.274596+00,gcid:screen_store
cat_574f02bd-10d4-47cd-b224-47ab62d52741,Seafood Market,seafood-market,Seafood Market - Business category for seafood market,gcid:seafood-market,,0,🏪,3150,t,f,2025-12-03 22:16:55.354+00,2026-01-07 19:42:38.274596+00,gcid:seafood_market
