id,tenantId,name,slug,parentId,googleCategoryId,isActive,sortOrder,createdAt,updatedAt
scid-tenant-1774885228681-w6j3qx,tenant-1774885228681,Living Room,living-room,,6348,t,0,2026-03-30 16:26:07.631,2026-03-30 16:26:07.63
scid-tenant-1774885228681-exhe0y,tenant-1774885228681,Health & Beauty,health-beauty,,6261,t,1,2026-03-30 16:26:10.009,2026-03-30 16:26:10.008
scid-tenant-1774885228681-xkzhh3,tenant-1774885228681,Office Furniture,office-furniture,,6521,t,2,2026-03-30 16:26:12.445,2026-03-30 16:26:12.444
scid-tenant-1774885228681-u1whav,tenant-1774885228681,Books & Media,books-media,,543543,t,4,2026-03-30 16:26:16.896,2026-03-30 16:26:16.895
scid-tenant-1774885228681-77qozp,tenant-1774885228681,Hand Tools,hand-tools,,6965,t,0,2026-03-30 16:26:19.274,2026-03-30 16:26:19.273
scid-tenant-1774885228681-7ivjlo,tenant-1774885228681,Electrical,electrical,,499932,t,4,2026-03-30 16:26:21.654,2026-03-30 16:26:21.653
scid-tenant-1774885228681-x54ms5,tenant-1774885228681,Storage Furniture,storage-furniture,,6358,t,4,2026-03-30 16:26:24.032,2026-03-30 16:26:24.031
scid-tenant-1774885228681-8m29va,tenant-1774885228681,Bedroom,bedroom,,4437,t,1,2026-03-30 16:26:26.472,2026-03-30 16:26:26.471
scid-tenant-1774885228681-ivkpwe,tenant-1774885228681,Power Tools,power-tools,,2629,t,1,2026-03-30 16:26:30.918,2026-03-30 16:26:30.917
scid-tenant-1774885228681-5kdx74,tenant-1774885228681,Home & Garden,home-garden,,3221,t,0,2026-03-30 16:26:35.367,2026-03-30 16:26:35.366
scid-tenant-1774885228681-tgaljh,tenant-1774885228681,Bakery,bakery,,5904,t,3,2026-03-30 16:26:37.745,2026-03-30 16:26:37.744
scid-tenant-1774885228681-d7qzty,tenant-1774885228681,Toys & Games,toys-games,,1246,t,3,2026-03-30 16:26:42.006,2026-03-30 16:26:42.005
scid-tenant-1774885228681-lamkec,tenant-1774885228681,Sports & Outdoors,sports-outdoors,,499687,t,2,2026-03-30 16:26:46.159,2026-03-30 16:26:46.159
scid-tenant-1774885228681-c2guo6,tenant-1774885228681,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-30 16:26:48.541,2026-03-30 16:26:48.54
scid-tenant-1774885228681-094xgs,tenant-1774885228681,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-30 16:26:55.208,2026-03-30 16:26:55.207
tid-zcp9a56y_otc-medicine,tid-zcp9a56y,Over-the-Counter Medicine,otc-medicine,,5086,t,0,2026-04-02 07:22:18.66,2026-04-02 07:22:18.657
tid-zcp9a56y_vitamins-supplements,tid-zcp9a56y,Vitamins & Supplements,vitamins-supplements,,525,t,1,2026-04-02 07:22:18.851,2026-04-02 07:22:18.849
tid-zcp9a56y_first-aid,tid-zcp9a56y,First Aid,first-aid,,543672,t,2,2026-04-02 07:22:19.031,2026-04-02 07:22:19.029
tid-zcp9a56y_personal-care,tid-zcp9a56y,Personal Care,personal-care,,7363,t,3,2026-04-02 07:22:19.207,2026-04-02 07:22:19.204
tid-zcp9a56y_baby-care,tid-zcp9a56y,Baby Care,baby-care,,547,t,4,2026-04-02 07:22:19.39,2026-04-02 07:22:19.388
tid-zcp9a56y_eye-ear-care,tid-zcp9a56y,Eye & Ear Care,eye-ear-care,,7363,t,5,2026-04-02 07:22:19.572,2026-04-02 07:22:19.57
scid-tid-jcvzufq2-htia6p,tid-jcvzufq2,Meat & Seafood,meat-seafood,,5813,t,2,2026-04-03 15:34:53.739,2026-04-03 15:34:53.736
scid-tid-jcvzufq2-0avvd2,tid-jcvzufq2,Produce,produce,,503759,t,1,2026-04-03 15:34:55.947,2026-04-03 15:34:55.945
scid-tid-jcvzufq2-l1484v,tid-jcvzufq2,Frozen Foods,frozen-foods,,499991,t,4,2026-04-03 15:34:57.354,2026-04-03 15:34:57.352
scid-tid-jcvzufq2-3mtm7y,tid-jcvzufq2,Dairy & Eggs,dairy-eggs,,543554,t,0,2026-04-03 15:35:00.503,2026-04-03 15:35:00.501
scid-tid-jcvzufq2-851mue,tid-jcvzufq2,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-04-03 15:35:03.293,2026-04-03 15:35:03.291
scid-tid-jcvzufq2-xi4bia,tid-jcvzufq2,Living Room,living-room,,6348,t,0,2026-04-03 15:35:04.697,2026-04-03 15:35:04.695
scid-tid-jcvzufq2-843oje,tid-jcvzufq2,Health & Beauty,health-beauty,,6261,t,1,2026-04-03 15:35:06.067,2026-04-03 15:35:06.065
scid-tid-jcvzufq2-x2xuvw,tid-jcvzufq2,Office Furniture,office-furniture,,6521,t,2,2026-04-03 15:35:07.468,2026-04-03 15:35:07.465
scid-tid-jcvzufq2-tv0lei,tid-jcvzufq2,Books & Media,books-media,,543543,t,4,2026-04-03 15:35:10.204,2026-04-03 15:35:10.202
scid-tid-jcvzufq2-aslg7f,tid-jcvzufq2,Hand Tools,hand-tools,,6965,t,0,2026-04-03 15:35:11.695,2026-04-03 15:35:11.693
scid-tid-jcvzufq2-uw8lpf,tid-jcvzufq2,Electrical,electrical,,499932,t,4,2026-04-03 15:35:13.051,2026-04-03 15:35:13.049
scid-tid-jcvzufq2-uslx7i,tid-jcvzufq2,Storage Furniture,storage-furniture,,6358,t,4,2026-04-03 15:35:14.467,2026-04-03 15:35:14.465
scid-tid-jcvzufq2-o8jzrs,tid-jcvzufq2,Bedroom,bedroom,,4437,t,1,2026-04-03 15:35:15.964,2026-04-03 15:35:15.962
scid-tid-jcvzufq2-27qr2a,tid-jcvzufq2,Power Tools,power-tools,,2629,t,1,2026-04-03 15:35:18.677,2026-04-03 15:35:18.675
scid-tid-jcvzufq2-n2jw3j,tid-jcvzufq2,Home & Garden,home-garden,,3221,t,0,2026-04-03 15:35:21.412,2026-04-03 15:35:21.41
scid-tid-jcvzufq2-jnjdoc,tid-jcvzufq2,Bakery,bakery,,5904,t,3,2026-04-03 15:35:22.91,2026-04-03 15:35:22.907
scid-tid-jcvzufq2-56l8le,tid-jcvzufq2,Toys & Games,toys-games,,1246,t,3,2026-04-03 15:35:25.629,2026-04-03 15:35:25.627
scid-tid-jcvzufq2-ajxhmd,tid-jcvzufq2,Sports & Outdoors,sports-outdoors,,499687,t,2,2026-04-03 15:35:28.026,2026-04-03 15:35:28.022
scid-tid-jcvzufq2-7fm50s,tid-jcvzufq2,Paint & Supplies,paint-supplies,,328062,t,3,2026-04-03 15:35:29.42,2026-04-03 15:35:29.417
scid-tid-jcvzufq2-sxvoru,tid-jcvzufq2,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-04-03 15:35:33.351,2026-04-03 15:35:33.348
cat-AVR6-dozxuh,tid-8622qs2t,Seasonings amp; Spices,seasonings-and-spices,,4608,t,0,2026-05-02 13:53:41.142,2026-05-02 13:53:41.137
cat-R4KG-ty0wiq,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-02 22:01:34.721,2026-05-02 22:01:34.721
cat-R4KG-ghzisj,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-02 22:23:02.443,2026-05-02 22:23:02.443
cat-AVR6-28gxr1,tid-8622qs2t,Frozen Foods,frozen-foods,,499991,t,0,2026-05-02 22:36:55.256,2026-05-02 22:36:55.256
cat-R4KG-ngpgf1,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-03 00:50:00.659,2026-05-03 00:50:00.659
cat-R4KG-xxff46,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-03 01:05:08.596,2026-05-03 01:05:08.596
cat-R4KG-otzjcb,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-03 01:05:23.835,2026-05-03 01:05:23.835
cat-R4KG-1s2r9n,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-03 01:11:44.046,2026-05-03 01:11:44.046
cat-R4KG-1tu83o,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,0,2026-05-03 01:58:03.639,2026-05-03 01:58:03.639
cat-PZQG-16bs1f,tid-jcvzufq2,Frozen Foods,frozen-foods,,499991,t,0,2026-05-03 11:58:44.934,2026-05-03 11:58:44.934
cat-R4KG-i85zmj,tid-042hi7ju,Liquid Hand Soap,liquid-hand-soap,,3208,t,0,2026-05-03 15:41:05.99,2026-05-03 15:41:05.988
itemcat-ULCW-z678dn,tid-m8ijkrnk,Water,water,,420,t,0,2026-05-03 23:47:35.722,2026-05-03 23:47:35.721
itemcat-ULCW-xaxec9,tid-m8ijkrnk,Spring Water,spring-water,,543532,t,0,2026-05-03 23:50:32.474,2026-05-03 23:50:32.473
itemcat-GPES-tgxvp9,tid-qki0mjdb,Spring Water,spring-water,,543532,t,0,2026-05-04 02:07:50.145,2026-05-04 02:07:50.141
itemcat-PZQG-rpa9fk,tid-jcvzufq2,Spring Water,spring-water,,543532,t,0,2026-05-06 14:06:49.846,2026-05-06 14:06:49.845
itemcat-ULCW-txrsao,tid-m8ijkrnk,Flour,flour,,2775,t,0,2026-05-06 16:04:14.749,2026-05-06 16:04:14.745
