id,refresh_started_at,refresh_completed_at,refresh_duration_ms,status,error_message,records_affected,trigger_source
1004,2025-12-21 00:48:28.184516+00,2025-12-21 00:48:28.184516+00,0,completed,,4,inventory_items
1910,2026-03-30 03:00:00.56017+00,2026-03-30 03:00:00.56017+00,0,completed,,1656,inventory_items
1276,2025-12-22 21:10:24.703201+00,2025-12-22 21:10:24.703201+00,0,completed,,0,directory_settings
1515,2026-01-28 14:21:52.15697+00,2026-01-28 14:21:52.15697+00,0,completed,,1242,inventory_items
1278,2025-12-22 21:12:28.68361+00,2025-12-22 21:12:28.68361+00,0,completed,,0,directory_settings
1318,2025-12-22 21:55:42.443458+00,2025-12-22 21:55:42.443458+00,0,completed,,0,inventory_items
1358,2025-12-26 21:33:21.290324+00,2025-12-26 21:33:21.290324+00,0,completed,,0,inventory_items
1547,2026-02-09 03:00:00.654791+00,2026-02-09 03:00:00.654791+00,0,completed,,1242,inventory_items
1414,2026-01-08 01:57:02.014759+00,2026-01-08 01:57:02.014759+00,0,completed,,0,inventory_items
1950,2026-04-01 16:22:13.935413+00,2026-04-01 16:22:13.935413+00,0,completed,,2484,directory_settings
1446,2026-01-15 07:03:45.72958+00,2026-01-15 07:03:45.72958+00,0,completed,,96,inventory_items
1582,2026-02-28 00:02:52.930029+00,2026-02-28 00:02:52.930029+00,0,completed,,1242,tenants
1485,2026-01-20 04:35:49.396902+00,2026-01-20 04:35:49.396902+00,0,completed,,1242,inventory_items
1614,2026-03-06 16:55:14.58691+00,2026-03-06 16:55:14.58691+00,0,completed,,1656,directory_settings
1960,2026-04-02 07:22:26.43367+00,2026-04-02 07:22:26.43367+00,0,completed,,2898,inventory_items
1647,2026-03-18 16:53:51.881591+00,2026-03-18 16:53:51.881591+00,0,completed,,1656,tenants
1683,2026-03-19 02:56:31.301855+00,2026-03-19 02:56:31.301855+00,0,completed,,1656,inventory_items
1725,2026-03-23 17:28:25.735132+00,2026-03-23 17:28:25.735132+00,0,completed,,1656,inventory_items
1993,2026-04-03 15:34:54.195088+00,2026-04-03 15:34:54.195088+00,0,completed,,3312,inventory_items
1756,2026-03-25 08:06:48.611768+00,2026-03-25 08:06:48.611768+00,0,completed,,1656,inventory_items
1803,2026-03-25 20:03:15.074565+00,2026-03-25 20:03:15.074565+00,0,completed,,1656,inventory_items
2032,2026-04-08 17:37:24.574773+00,2026-04-08 17:37:24.574773+00,0,completed,,3312,directory_settings
1842,2026-03-27 01:21:47.650645+00,2026-03-27 01:21:47.650645+00,0,completed,,1656,inventory_items
1876,2026-03-28 01:57:29.751207+00,2026-03-28 01:57:29.751207+00,0,completed,,1656,inventory_items
2068,2026-04-15 07:01:06.186241+00,2026-04-15 07:01:06.186241+00,0,completed,,414,tenants
2097,2026-04-19 08:15:11.442965+00,2026-04-19 08:15:11.442965+00,0,completed,,414,tenants
2135,2026-04-26 03:00:00.683714+00,2026-04-26 03:00:00.683714+00,0,completed,,828,inventory_items
2167,2026-04-29 10:33:30.398744+00,2026-04-29 10:33:30.398744+00,0,completed,,1242,tenants
2168,2026-04-29 10:34:21.696887+00,2026-04-29 10:34:21.696887+00,0,completed,,828,tenants
2169,2026-04-29 10:35:00.048107+00,2026-04-29 10:35:00.048107+00,0,completed,,414,tenants
2199,2026-05-02 22:32:02.031402+00,2026-05-02 22:32:02.031402+00,0,completed,,1656,inventory_items
2228,2026-05-03 13:17:01.260814+00,2026-05-03 13:17:01.260814+00,0,completed,,1656,inventory_items
2258,2026-05-07 03:12:08.69951+00,2026-05-07 03:12:08.69951+00,0,completed,,1242,inventory_items
735,2025-12-13 12:10:17.817767+00,2025-12-13 12:10:17.817767+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
736,2025-12-13 12:10:18.042356+00,2025-12-13 12:10:18.042356+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
889,2025-12-19 02:46:17.078341+00,2025-12-19 02:46:17.078341+00,0,completed,,4,inventory_items
737,2025-12-13 12:10:18.224666+00,2025-12-13 12:10:18.224666+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
1228,2025-12-21 12:14:06.420739+00,2025-12-21 12:14:06.420739+00,0,completed,,6,inventory_items
738,2025-12-13 12:10:18.405681+00,2025-12-13 12:10:18.405681+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
895,2025-12-19 02:52:17.781545+00,2025-12-19 02:52:17.781545+00,0,completed,,4,inventory_items
739,2025-12-13 12:10:18.590357+00,2025-12-13 12:10:18.590357+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
1500,2026-01-21 03:12:17.015765+00,2026-01-21 03:12:17.015765+00,0,completed,,1242,directory_settings
942,2025-12-20 12:10:16.023912+00,2025-12-20 12:10:16.023912+00,0,completed,,4,inventory_items
1277,2025-12-22 21:11:27.872055+00,2025-12-22 21:11:27.872055+00,0,completed,,0,directory_settings
1005,2025-12-21 00:52:56.603932+00,2025-12-21 00:52:56.603932+00,0,completed,,4,inventory_items
1911,2026-03-30 03:11:29.441852+00,2026-03-30 03:11:29.441852+00,0,completed,,1656,inventory_items
1006,2025-12-21 00:54:37.544518+00,2025-12-21 00:54:37.544518+00,0,completed,,4,inventory_items
1281,2025-12-22 21:23:17.084544+00,2025-12-22 21:23:17.084544+00,0,completed,,0,inventory_items
1516,2026-01-28 14:44:36.022911+00,2026-01-28 14:44:36.022911+00,0,completed,,1242,inventory_items
1285,2025-12-22 21:28:52.715163+00,2025-12-22 21:28:52.715163+00,0,completed,,0,inventory_items
1322,2025-12-22 22:05:07.69288+00,2025-12-22 22:05:07.69288+00,0,completed,,0,inventory_items
1548,2026-02-10 03:00:00.576645+00,2026-02-10 03:00:00.576645+00,0,completed,,1242,inventory_items
1359,2025-12-26 21:33:21.288489+00,2025-12-26 21:33:21.288489+00,0,completed,,0,inventory_items
1912,2026-03-30 03:13:33.327102+00,2026-03-30 03:13:33.327102+00,0,completed,,1656,inventory_items
1380,2025-12-28 03:00:00.363207+00,2025-12-28 03:00:00.363207+00,0,completed,,0,inventory_items
1583,2026-02-28 00:11:26.263604+00,2026-02-28 00:11:26.263604+00,0,completed,,1242,tenants
1415,2026-01-08 01:58:22.795717+00,2026-01-08 01:58:22.795717+00,0,completed,,0,inventory_items
1447,2026-01-15 07:05:36.978375+00,2026-01-15 07:05:36.978375+00,0,completed,,96,inventory_items
1615,2026-03-06 19:35:49.81144+00,2026-03-06 19:35:49.81144+00,0,completed,,1656,directory_settings
1486,2026-01-20 05:23:34.250849+00,2026-01-20 05:23:34.250849+00,0,completed,,1242,inventory_items
1951,2026-04-01 16:28:15.682009+00,2026-04-01 16:28:15.682009+00,0,completed,,2484,directory_settings
1648,2026-03-18 18:02:28.060213+00,2026-03-18 18:02:28.060213+00,0,completed,,1656,inventory_items
1650,2026-03-18 18:06:20.631479+00,2026-03-18 18:06:20.631479+00,0,completed,,1656,inventory_items
1685,2026-03-19 02:56:31.338933+00,2026-03-19 02:56:31.338933+00,0,completed,,1656,inventory_items
1952,2026-04-01 16:29:03.025559+00,2026-04-01 16:29:03.025559+00,0,completed,,2484,directory_settings
1726,2026-03-23 20:17:36.853351+00,2026-03-23 20:17:36.853351+00,0,completed,,1656,inventory_items
1757,2026-03-25 08:06:48.620471+00,2026-03-25 08:06:48.620471+00,0,completed,,1656,inventory_items
1953,2026-04-01 16:29:51.358825+00,2026-04-01 16:29:51.358825+00,0,completed,,2484,directory_settings
1804,2026-03-25 20:34:48.934711+00,2026-03-25 20:34:48.934711+00,0,completed,,1656,inventory_items
1843,2026-03-27 01:59:45.415399+00,2026-03-27 01:59:45.415399+00,0,completed,,1656,inventory_items
1961,2026-04-02 07:23:46.805315+00,2026-04-02 07:23:46.805315+00,0,completed,,2898,inventory_items
1877,2026-03-28 03:00:05.871087+00,2026-03-28 03:00:05.871087+00,0,completed,,1656,inventory_items
1994,2026-04-03 17:23:22.435458+00,2026-04-03 17:23:22.435458+00,0,completed,,3312,directory_settings
2033,2026-04-08 17:56:45.997838+00,2026-04-08 17:56:45.997838+00,0,completed,,3312,tenants
2069,2026-04-15 07:01:40.591082+00,2026-04-15 07:01:40.591082+00,0,completed,,828,tenants
2098,2026-04-19 10:30:32.186544+00,2026-04-19 10:30:32.186544+00,0,completed,,0,tenants
2136,2026-04-26 21:48:35.669803+00,2026-04-26 21:48:35.669803+00,0,completed,,828,tenants
2137,2026-04-26 21:49:12.897856+00,2026-04-26 21:49:12.897856+00,0,completed,,414,tenants
2170,2026-04-29 10:36:14.59378+00,2026-04-29 10:36:14.59378+00,0,completed,,414,tenants
2200,2026-05-02 22:35:34.012339+00,2026-05-02 22:35:34.012339+00,0,completed,,1656,inventory_items
2229,2026-05-03 13:19:22.587624+00,2026-05-03 13:19:22.587624+00,0,completed,,1656,inventory_items
2259,2026-05-07 05:27:19.351479+00,2026-05-07 05:27:19.351479+00,0,completed,,1242,inventory_items
742,2025-12-13 15:39:18.649901+00,2025-12-13 15:39:18.649901+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
746,2025-12-13 15:39:38.956835+00,2025-12-13 15:39:38.956835+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
890,2025-12-19 02:48:26.070411+00,2025-12-19 02:48:26.070411+00,0,completed,,4,inventory_items
1229,2025-12-21 12:39:37.206466+00,2025-12-21 12:39:37.206466+00,0,completed,,6,directory_settings
891,2025-12-19 02:49:42.942618+00,2025-12-19 02:49:42.942618+00,0,completed,,4,inventory_items
1501,2026-01-22 03:00:00.448524+00,2026-01-22 03:00:00.448524+00,0,completed,,1242,inventory_items
898,2025-12-19 02:52:17.844844+00,2025-12-19 02:52:17.844844+00,0,completed,,4,inventory_items
1230,2025-12-21 12:40:17.985025+00,2025-12-21 12:40:17.985025+00,0,completed,,4,directory_settings
943,2025-12-20 12:16:14.817245+00,2025-12-20 12:16:14.817245+00,0,completed,,4,inventory_items
1913,2026-03-30 03:16:03.966938+00,2026-03-30 03:16:03.966938+00,0,completed,,1656,inventory_items
1007,2025-12-21 03:00:00.159651+00,2025-12-21 03:00:00.159651+00,0,completed,,4,inventory_items
1279,2025-12-22 21:20:01.599629+00,2025-12-22 21:20:01.599629+00,0,completed,,0,inventory_items
1517,2026-01-28 14:46:54.388574+00,2026-01-28 14:46:54.388574+00,0,completed,,1242,inventory_items
1324,2025-12-22 23:26:19.995006+00,2025-12-22 23:26:19.995006+00,0,completed,,0,inventory_items
1323,2025-12-22 23:26:20.065269+00,2025-12-22 23:26:20.065269+00,0,completed,,0,inventory_items
1549,2026-02-11 03:00:00.586446+00,2026-02-11 03:00:00.586446+00,0,completed,,1242,inventory_items
1360,2025-12-26 21:33:21.294283+00,2025-12-26 21:33:21.294283+00,0,completed,,0,inventory_items
1914,2026-03-30 03:18:32.152377+00,2026-03-30 03:18:32.152377+00,0,completed,,1656,inventory_items
1381,2025-12-28 19:39:35.430877+00,2025-12-28 19:39:35.430877+00,0,completed,,0,directory_settings
1584,2026-02-28 01:23:11.869657+00,2026-02-28 01:23:11.869657+00,0,completed,,1242,inventory_items
1416,2026-01-08 02:00:02.425681+00,2026-01-08 02:00:02.425681+00,0,completed,,0,inventory_items
1448,2026-01-15 17:08:22.305605+00,2026-01-15 17:08:22.305605+00,0,completed,,1242,inventory_items
1616,2026-03-06 19:45:02.579272+00,2026-03-06 19:45:02.579272+00,0,completed,,1656,directory_settings
1449,2026-01-15 17:09:36.467911+00,2026-01-15 17:09:36.467911+00,0,completed,,1242,inventory_items
1954,2026-04-01 16:33:23.440923+00,2026-04-01 16:33:23.440923+00,0,completed,,2484,tenants
1450,2026-01-15 17:11:21.528501+00,2026-01-15 17:11:21.528501+00,0,completed,,1242,inventory_items
1649,2026-03-18 18:03:58.322807+00,2026-03-18 18:03:58.322807+00,0,completed,,1656,inventory_items
1487,2026-01-20 05:25:40.720878+00,2026-01-20 05:25:40.720878+00,0,completed,,1242,inventory_items
1689,2026-03-19 03:00:03.716823+00,2026-03-19 03:00:03.716823+00,0,completed,,1656,inventory_items
1962,2026-04-02 07:24:55.888852+00,2026-04-02 07:24:55.888852+00,0,completed,,2898,inventory_items
1727,2026-03-24 03:00:00.627303+00,2026-03-24 03:00:00.627303+00,0,completed,,1656,inventory_items
1758,2026-03-25 08:06:48.617378+00,2026-03-25 08:06:48.617378+00,0,completed,,1656,inventory_items
1995,2026-04-03 17:23:52.901521+00,2026-04-03 17:23:52.901521+00,0,completed,,3312,directory_settings
1805,2026-03-25 21:27:12.30529+00,2026-03-25 21:27:12.30529+00,0,completed,,1656,inventory_items
1844,2026-03-27 03:00:00.951794+00,2026-03-27 03:00:00.951794+00,0,completed,,1656,inventory_items
2034,2026-04-08 18:27:32.896072+00,2026-04-08 18:27:32.896072+00,0,completed,,3312,directory_settings
1878,2026-03-28 05:49:37.991806+00,2026-03-28 05:49:37.991806+00,0,completed,,1656,inventory_items
2070,2026-04-15 20:13:33.158904+00,2026-04-15 20:13:33.158904+00,0,completed,,828,directory_settings
2099,2026-04-19 10:44:20.788008+00,2026-04-19 10:44:20.788008+00,0,completed,,0,tenants
2100,2026-04-19 10:45:03.326148+00,2026-04-19 10:45:03.326148+00,0,completed,,0,tenants
2101,2026-04-19 10:45:39.951633+00,2026-04-19 10:45:39.951633+00,0,completed,,0,tenants
2102,2026-04-19 10:46:11.573489+00,2026-04-19 10:46:11.573489+00,0,completed,,0,tenants
2138,2026-04-26 21:49:56.438215+00,2026-04-26 21:49:56.438215+00,0,completed,,0,tenants
2171,2026-04-29 19:16:46.337375+00,2026-04-29 19:16:46.337375+00,0,completed,,414,tenants
2201,2026-05-02 22:36:54.7221+00,2026-05-02 22:36:54.7221+00,0,completed,,1656,inventory_items
2230,2026-05-03 13:35:07.550994+00,2026-05-03 13:35:07.550994+00,0,completed,,1656,inventory_items
2260,2026-05-07 06:01:45.105475+00,2026-05-07 06:01:45.105475+00,0,completed,,1242,inventory_items
2261,2026-05-07 06:03:35.000615+00,2026-05-07 06:03:35.000615+00,0,completed,,1242,inventory_items
741,2025-12-13 15:39:18.648043+00,2025-12-13 15:39:18.648043+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
749,2025-12-13 15:39:39.091678+00,2025-12-13 15:39:39.091678+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
892,2025-12-19 02:51:17.508937+00,2025-12-19 02:51:17.508937+00,0,completed,,4,inventory_items
1231,2025-12-21 12:47:55.234606+00,2025-12-21 12:47:55.234606+00,0,completed,,3,inventory_items
897,2025-12-19 02:52:17.836872+00,2025-12-19 02:52:17.836872+00,0,completed,,4,inventory_items
1502,2026-01-23 03:00:00.464768+00,2026-01-23 03:00:00.464768+00,0,completed,,1242,inventory_items
944,2025-12-20 12:50:37.167892+00,2025-12-20 12:50:37.167892+00,0,completed,,4,inventory_items
1280,2025-12-22 21:21:56.593795+00,2025-12-22 21:21:56.593795+00,0,completed,,0,inventory_items
945,2025-12-20 12:55:12.207803+00,2025-12-20 12:55:12.207803+00,0,completed,,4,inventory_items
1915,2026-03-30 05:26:23.970863+00,2026-03-30 05:26:23.970863+00,0,completed,,1656,inventory_items
946,2025-12-20 12:56:12.360899+00,2025-12-20 12:56:12.360899+00,0,completed,,4,inventory_items
1325,2025-12-22 23:26:20.06558+00,2025-12-22 23:26:20.06558+00,0,completed,,0,inventory_items
1008,2025-12-21 03:25:13.861757+00,2025-12-21 03:25:13.861757+00,0,completed,,4,inventory_items
1518,2026-01-29 03:00:00.657197+00,2026-01-29 03:00:00.657197+00,0,completed,,1242,inventory_items
1361,2025-12-26 21:33:21.28406+00,2025-12-26 21:33:21.28406+00,0,completed,,0,inventory_items
1382,2025-12-28 23:14:17.219242+00,2025-12-28 23:14:17.219242+00,0,completed,,0,directory_settings
1550,2026-02-12 03:00:00.521605+00,2026-02-12 03:00:00.521605+00,0,completed,,1242,inventory_items
1417,2026-01-08 03:00:00.326171+00,2026-01-08 03:00:00.326171+00,0,completed,,0,inventory_items
1955,2026-04-01 16:34:43.306647+00,2026-04-01 16:34:43.306647+00,0,completed,,2484,directory_settings
1451,2026-01-15 18:31:13.58332+00,2026-01-15 18:31:13.58332+00,0,completed,,1242,inventory_items
1585,2026-02-28 01:25:56.799261+00,2026-02-28 01:25:56.799261+00,0,completed,,1242,inventory_items
1488,2026-01-20 05:29:15.969884+00,2026-01-20 05:29:15.969884+00,0,completed,,1242,inventory_items
1489,2026-01-20 05:37:26.760239+00,2026-01-20 05:37:26.760239+00,0,completed,,1242,inventory_items
1617,2026-03-06 19:51:01.344675+00,2026-03-06 19:51:01.344675+00,0,completed,,1656,directory_settings
1956,2026-04-01 16:37:34.631397+00,2026-04-01 16:37:34.631397+00,0,completed,,2898,directory_settings
1618,2026-03-06 19:52:29.499023+00,2026-03-06 19:52:29.499023+00,0,completed,,1656,directory_settings
1651,2026-03-18 18:08:31.790539+00,2026-03-18 18:08:31.790539+00,0,completed,,1656,inventory_items
1963,2026-04-02 07:26:59.787811+00,2026-04-02 07:26:59.787811+00,0,completed,,2898,inventory_items
1691,2026-03-19 03:03:19.44433+00,2026-03-19 03:03:19.44433+00,0,completed,,1656,tenants
1728,2026-03-24 13:41:38.238218+00,2026-03-24 13:41:38.238218+00,0,completed,,1656,directory_settings
1996,2026-04-03 18:47:15.253122+00,2026-04-03 18:47:15.253122+00,0,completed,,3312,directory_settings
1759,2026-03-25 08:06:48.671895+00,2026-03-25 08:06:48.671895+00,0,completed,,1656,inventory_items
1806,2026-03-25 22:46:49.706143+00,2026-03-25 22:46:49.706143+00,0,completed,,1656,inventory_items
1997,2026-04-03 18:47:55.521193+00,2026-04-03 18:47:55.521193+00,0,completed,,3312,directory_settings
1845,2026-03-27 03:39:36.569663+00,2026-03-27 03:39:36.569663+00,0,completed,,1656,inventory_items
1879,2026-03-28 05:50:39.186717+00,2026-03-28 05:50:39.186717+00,0,completed,,1656,inventory_items
2035,2026-04-08 19:38:42.136283+00,2026-04-08 19:38:42.136283+00,0,completed,,3312,directory_settings
2071,2026-04-15 22:15:42.186739+00,2026-04-15 22:15:42.186739+00,0,completed,,828,tenants
2103,2026-04-19 23:20:41.99644+00,2026-04-19 23:20:41.99644+00,0,completed,,0,tenants
2104,2026-04-19 23:21:13.126899+00,2026-04-19 23:21:13.126899+00,0,completed,,0,tenants
2105,2026-04-19 23:21:54.299128+00,2026-04-19 23:21:54.299128+00,0,completed,,0,tenants
2106,2026-04-19 23:22:28.285807+00,2026-04-19 23:22:28.285807+00,0,completed,,0,tenants
2107,2026-04-19 23:23:09.434522+00,2026-04-19 23:23:09.434522+00,0,completed,,0,tenants
2108,2026-04-19 23:23:40.913162+00,2026-04-19 23:23:40.913162+00,0,completed,,0,tenants
2109,2026-04-19 23:24:34.933539+00,2026-04-19 23:24:34.933539+00,0,completed,,0,tenants
2139,2026-04-26 21:50:34.963221+00,2026-04-26 21:50:34.963221+00,0,completed,,0,tenants
2140,2026-04-26 21:51:24.462873+00,2026-04-26 21:51:24.462873+00,0,completed,,0,tenants
2141,2026-04-26 21:52:05.127858+00,2026-04-26 21:52:05.127858+00,0,completed,,0,tenants
2172,2026-04-29 22:47:35.889277+00,2026-04-29 22:47:35.889277+00,0,completed,,414,tenants
2202,2026-05-03 00:49:59.329002+00,2026-05-03 00:49:59.329002+00,0,completed,,1656,inventory_items
2231,2026-05-03 13:47:03.678437+00,2026-05-03 13:47:03.678437+00,0,completed,,1656,inventory_items
2262,2026-05-07 10:31:48.917467+00,2026-05-07 10:31:48.917467+00,0,completed,,1242,inventory_items
740,2025-12-13 15:39:18.648229+00,2025-12-13 15:39:18.648229+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
745,2025-12-13 15:39:38.946556+00,2025-12-13 15:39:38.946556+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
893,2025-12-19 02:52:17.77599+00,2025-12-19 02:52:17.77599+00,0,completed,,4,inventory_items
1232,2025-12-21 13:01:09.036701+00,2025-12-21 13:01:09.036701+00,0,completed,,3,inventory_items
947,2025-12-20 13:00:04.603102+00,2025-12-20 13:00:04.603102+00,0,completed,,4,inventory_items
1503,2026-01-24 03:00:00.421102+00,2026-01-24 03:00:00.421102+00,0,completed,,1242,inventory_items
948,2025-12-20 13:01:21.231155+00,2025-12-20 13:01:21.231155+00,0,completed,,4,inventory_items
1282,2025-12-22 21:28:52.640731+00,2025-12-22 21:28:52.640731+00,0,completed,,0,inventory_items
1009,2025-12-21 03:28:49.914085+00,2025-12-21 03:28:49.914085+00,0,completed,,4,inventory_items
1916,2026-03-30 06:06:43.528716+00,2026-03-30 06:06:43.528716+00,0,completed,,1656,directory_settings
1010,2025-12-21 03:31:54.435167+00,2025-12-21 03:31:54.435167+00,0,completed,,4,inventory_items
1326,2025-12-22 23:26:20.066696+00,2025-12-22 23:26:20.066696+00,0,completed,,0,inventory_items
1011,2025-12-21 03:44:17.764843+00,2025-12-21 03:44:17.764843+00,0,completed,,4,inventory_items
1519,2026-01-30 03:00:00.550233+00,2026-01-30 03:00:00.550233+00,0,completed,,1242,inventory_items
1362,2025-12-26 21:33:21.285423+00,2025-12-26 21:33:21.285423+00,0,completed,,0,inventory_items
1383,2025-12-29 03:00:00.347487+00,2025-12-29 03:00:00.347487+00,0,completed,,0,inventory_items
1551,2026-02-13 03:00:00.482543+00,2026-02-13 03:00:00.482543+00,0,completed,,1242,inventory_items
1418,2026-01-09 03:00:00.309873+00,2026-01-09 03:00:00.309873+00,0,completed,,0,inventory_items
1917,2026-03-30 06:10:51.670417+00,2026-03-30 06:10:51.670417+00,0,completed,,1656,directory_settings
1452,2026-01-16 00:14:03.893983+00,2026-01-16 00:14:03.893983+00,0,completed,,1242,inventory_items
1586,2026-02-28 03:00:00.816797+00,2026-02-28 03:00:00.816797+00,0,completed,,1242,inventory_items
1490,2026-01-20 08:02:21.172195+00,2026-01-20 08:02:21.172195+00,0,completed,,1242,inventory_items
1619,2026-03-06 20:23:22.688156+00,2026-03-06 20:23:22.688156+00,0,completed,,1656,directory_settings
1964,2026-04-02 07:36:08.893848+00,2026-04-02 07:36:08.893848+00,0,completed,,2898,inventory_items
1652,2026-03-18 18:13:44.993274+00,2026-03-18 18:13:44.993274+00,0,completed,,1656,directory_settings
1695,2026-03-19 08:59:56.018263+00,2026-03-19 08:59:56.018263+00,0,completed,,1656,directory_settings
1998,2026-04-04 00:37:31.709431+00,2026-04-04 00:37:31.709431+00,0,completed,,3312,directory_settings
1729,2026-03-24 13:42:18.071963+00,2026-03-24 13:42:18.071963+00,0,completed,,1656,directory_settings
1760,2026-03-25 08:06:48.65119+00,2026-03-25 08:06:48.65119+00,0,completed,,1656,inventory_items
2036,2026-04-08 20:09:08.615097+00,2026-04-08 20:09:08.615097+00,0,completed,,3312,directory_settings
1807,2026-03-25 22:52:17.338713+00,2026-03-25 22:52:17.338713+00,0,completed,,1656,inventory_items
1846,2026-03-27 04:11:01.532906+00,2026-03-27 04:11:01.532906+00,0,completed,,1656,inventory_items
2072,2026-04-16 03:00:00.653474+00,2026-04-16 03:00:00.653474+00,0,completed,,828,inventory_items
1880,2026-03-28 06:08:40.407948+00,2026-03-28 06:08:40.407948+00,0,completed,,1656,tenants
2110,2026-04-20 03:00:00.692039+00,2026-04-20 03:00:00.692039+00,0,completed,,0,inventory_items
2142,2026-04-27 03:00:00.594556+00,2026-04-27 03:00:00.594556+00,0,completed,,0,inventory_items
2173,2026-04-29 22:55:16.564884+00,2026-04-29 22:55:16.564884+00,0,completed,,414,tenants
2203,2026-05-03 01:05:07.291047+00,2026-05-03 01:05:07.291047+00,0,completed,,1656,inventory_items
2232,2026-05-03 14:20:48.89186+00,2026-05-03 14:20:48.89186+00,0,completed,,1656,inventory_items
743,2025-12-13 15:39:18.651263+00,2025-12-13 15:39:18.651263+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
747,2025-12-13 15:39:39.089944+00,2025-12-13 15:39:39.089944+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
894,2025-12-19 02:52:17.781731+00,2025-12-19 02:52:17.781731+00,0,completed,,4,inventory_items
1233,2025-12-21 13:09:37.34413+00,2025-12-21 13:09:37.34413+00,0,completed,,3,inventory_items
949,2025-12-20 13:08:25.696831+00,2025-12-20 13:08:25.696831+00,0,completed,,4,inventory_items
1504,2026-01-24 13:17:36.341518+00,2026-01-24 13:17:36.341518+00,0,completed,,1242,inventory_items
950,2025-12-20 13:11:51.570699+00,2025-12-20 13:11:51.570699+00,0,completed,,4,inventory_items
1283,2025-12-22 21:28:52.712373+00,2025-12-22 21:28:52.712373+00,0,completed,,0,inventory_items
954,2025-12-20 13:18:35.120212+00,2025-12-20 13:18:35.120212+00,0,completed,,4,inventory_items
1918,2026-03-30 06:37:01.737525+00,2026-03-30 06:37:01.737525+00,0,completed,,1656,directory_settings
955,2025-12-20 13:20:42.139355+00,2025-12-20 13:20:42.139355+00,0,completed,,4,inventory_items
1327,2025-12-22 23:26:20.072586+00,2025-12-22 23:26:20.072586+00,0,completed,,0,inventory_items
1012,2025-12-21 03:46:47.85187+00,2025-12-21 03:46:47.85187+00,0,completed,,4,inventory_items
1520,2026-01-30 11:58:39.802974+00,2026-01-30 11:58:39.802974+00,0,completed,,1242,inventory_items
1013,2025-12-21 03:48:16.671015+00,2025-12-21 03:48:16.671015+00,0,completed,,4,inventory_items
1363,2025-12-26 21:33:21.287048+00,2025-12-26 21:33:21.287048+00,0,completed,,0,inventory_items
1014,2025-12-21 03:52:39.745214+00,2025-12-21 03:52:39.745214+00,0,completed,,4,inventory_items
1015,2025-12-21 04:11:01.256704+00,2025-12-21 04:11:01.256704+00,0,completed,,4,inventory_items
1384,2025-12-29 04:37:06.490151+00,2025-12-29 04:37:06.490151+00,0,completed,,0,inventory_items
1552,2026-02-14 03:00:00.590803+00,2026-02-14 03:00:00.590803+00,0,completed,,1242,inventory_items
1419,2026-01-09 17:32:47.042872+00,2026-01-09 17:32:47.042872+00,0,completed,,70,directory_settings
1919,2026-03-30 06:39:40.766637+00,2026-03-30 06:39:40.766637+00,0,completed,,1656,directory_settings
1453,2026-01-16 00:20:35.100639+00,2026-01-16 00:20:35.100639+00,0,completed,,1242,inventory_items
1587,2026-02-28 03:01:48.196633+00,2026-02-28 03:01:48.196633+00,0,completed,,1242,tenants
1491,2026-01-20 14:38:32.360331+00,2026-01-20 14:38:32.360331+00,0,completed,,1242,inventory_items
1620,2026-03-07 03:00:00.660504+00,2026-03-07 03:00:00.660504+00,0,completed,,1656,inventory_items
1965,2026-04-02 07:39:07.472438+00,2026-04-02 07:39:07.472438+00,0,completed,,2898,inventory_items
1653,2026-03-19 02:41:00.770351+00,2026-03-19 02:41:00.770351+00,0,completed,,1656,inventory_items
1696,2026-03-19 09:00:34.81935+00,2026-03-19 09:00:34.81935+00,0,completed,,1656,directory_settings
1999,2026-04-04 03:00:00.61603+00,2026-04-04 03:00:00.61603+00,0,completed,,3312,inventory_items
1730,2026-03-24 13:44:03.908954+00,2026-03-24 13:44:03.908954+00,0,completed,,1656,directory_settings
2037,2026-04-08 21:38:50.290459+00,2026-04-08 21:38:50.290459+00,0,completed,,3312,directory_settings
2038,2026-04-08 21:39:31.476486+00,2026-04-08 21:39:31.476486+00,0,completed,,3312,tenants
2073,2026-04-16 08:08:33.236177+00,2026-04-16 08:08:33.236177+00,0,completed,,414,tenants
2111,2026-04-20 07:52:41.731182+00,2026-04-20 07:52:41.731182+00,0,completed,,414,tenants
